depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peakID_1,peakID_2,peakID_3,peakID_4
0.437407,0.076726411,62.76802,68650.9682,84936.8534,2200.193617,763.9545862,17.24332837,1.511757326,0.076726411,0.0,interval 7,interval 7,interval 7,interval 7
0.874815,0.127571355,62.87717,68650.78762,84936.45501,2050.168114,849.3559046,15.01752744,2.137211295,0.127571355,0.0,interval 7,interval 7,interval 7,interval 7
1.312222,0.062465918,62.9863,68650.60704,84936.05662,2550.260127,612.1782972,7.019129719,1.266459549,0.062465918,0.0,interval 7,interval 7,interval 7,interval 7
1.7496289999999999,0.132355891,63.09542,68650.42646,84935.65823,2000.160013,853.5660676,16.99722287,2.368579466,0.132355891,0.0,interval 7,interval 7,interval 7,interval 7
2.187037,0.098720119,63.20462,68650.24588,84935.25983,3050.372145,482.7474341,3.961708952,1.240393512,0.098720119,0.0,interval 7,interval 7,interval 7,interval 7
2.624444,0.028234118,63.3137,68650.0653,84934.86144,2750.302533,546.4398607,3.625813343,1.548063441,0.028234118,0.0,interval 7,interval 7,interval 7,interval 7
3.061851,1.229494438,63.42284,68649.88471,84934.46305,2150.184916,783.8921463,17.82463746,1.993112329,1.229494438,0.0,interval 7,interval 7,interval 7,interval 7
3.499259,0.901876079,63.53198,68649.70413,84934.06466,4450.792241,328.5651686,17.46972398,0.887905235,0.901876079,0.0,interval 7,interval 7,interval 7,interval 7
3.936666,0.918137306,63.64115,68649.52355,84933.66627,3550.504172,413.4418754,12.44390065,0.932047535,0.918137306,0.0,interval 7,interval 7,interval 7,interval 7
4.374074,0.538856703,63.75039,68649.34297,84933.26788,2850.324937,559.3201503,4.32466416,1.184752962,0.538856703,0.0,interval 7,interval 7,interval 7,interval 7
4.811481000000001,0.31450748,63.85953,68649.16239,84932.86949,2350.220921,670.2516889,13.46275661,2.175482837,0.31450748,0.0,interval 7,interval 7,interval 7,interval 7
5.248888,0.256685167,63.96862,68648.98181,84932.47109,2500.250025,629.3039288,4.120309555,1.374310751,0.256685167,0.0,interval 7,interval 7,interval 7,interval 7
5.6862960000000005,0.334905777,64.07776,68648.80123,84932.0727,2950.348141,499.085491,9.924710861,1.015143348,0.334905777,0.0,interval 7,interval 7,interval 7,interval 7
6.123703,0.282351344,64.18687,68648.62065,84931.67431,2750.302533,557.5427073,5.43874177,1.628708035,0.282351344,0.0,interval 7,interval 7,interval 7,interval 7
6.56111,0.227696109,64.29586,68648.44007,84931.27592,3250.422555,436.7202404,8.040998263,1.118337883,0.227696109,0.0,interval 7,interval 7,interval 7,interval 7
6.998518,0.180329552,64.405,68648.25949,84930.87753,2950.348141,508.3572484,7.443488483,1.280009439,0.180329552,0.0,interval 7,interval 7,interval 7,interval 7
7.435925,0.132355891,64.51414,68648.07891,84930.47914,2000.160013,877.9746987,18.41369493,1.940153372,0.132355891,0.0,interval 7,interval 7,interval 7,interval 7
7.873332,0.230896582,64.62331,68647.89832,84930.08075,2450.240124,626.0713309,16.94379445,1.149083974,0.230896582,0.0,interval 7,interval 7,interval 7,interval 7
8.310740000000001,0.356918585,64.73247,68647.71774,84929.68235,2150.184916,771.4684634,11.45858092,1.947806529,0.356918585,0.0,interval 7,interval 7,interval 7,interval 7
8.748147,0.220594916,64.84158,68647.53716,84929.28396,2000.160013,872.0916007,18.41369493,2.166963557,0.220594916,0.0,interval 7,interval 7,interval 7,interval 7
9.185554,0.260364743,64.95073,68647.35658,84928.88557,2700.291631,550.6276969,8.358798335,1.321737318,0.260364743,0.0,interval 7,interval 7,interval 7,interval 7
9.622962000000001,0.06830692,65.05988,68647.176,84928.48718,3250.422555,437.1753118,12.42714645,1.027295996,0.06830692,0.0,interval 7,interval 7,interval 7,interval 7
10.060369,0.116093051,65.16889,68646.99542,84928.08879,3200.409652,466.2345407,9.690622378,1.047574439,0.116093051,0.0,interval 7,interval 7,interval 7,interval 7
10.497776,0.1688435455,65.27803,68646.81484,84927.6904,1650.108907,1195.707373,19.20658625,2.767508904,0.418776405,0.0,interval 7,interval 7,interval 7,interval 7
10.935184000000001,0.172762281,65.38716,68646.63426,84927.29201,3050.372145,489.4928662,11.09298474,1.226295678,0.172762281,0.0,interval 7,interval 7,interval 7,interval 7
11.372591,0.118970006,65.49631,68646.45368,84926.89361,2150.184916,774.3757102,7.639008112,1.721282966,0.118970006,0.0,interval 7,interval 7,interval 7,interval 7
11.809999,0.139778307,65.60544,68646.2731,84926.49522,2350.220921,669.0877002,7.853196157,1.696395997,0.139778307,0.0,interval 7,interval 7,interval 7,interval 7
12.247406,0.16492481,65.71461,68646.09251,84926.09683,2450.240124,649.8085676,10.58974445,1.41284773,0.16492481,0.0,interval 7,interval 7,interval 7,interval 7
12.684813,0.14860754,65.82376,68645.91193,84925.69844,2250.202518,710.1138177,14.31314483,1.633778437,0.14860754,0.0,interval 7,interval 7,interval 7,interval 7
13.122221,0.260066316,65.93291,68645.73135,84925.30005,2250.202518,728.928663,7.156486536,1.633778437,0.260066316,0.0,interval 7,interval 7,interval 7,interval 7
13.559628,0.115090076,66.04204,68645.55077,84924.90166,2200.193617,751.6782229,16.01163003,1.336459728,0.115090076,0.0,interval 7,interval 7,interval 7,interval 7
