depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peakID_1,peakID_2,peakID_3,peakID_4
0.0,0.027962348,62.6611,11284.2706,80543.4967,7752.403245,354.5159092,0.786160806,0.545642854,0.027962348,0.0,interval 7,interval 7,interval 7,interval 7
0.428658,0.01642718,62.77019,11284.2706,80543.4967,7902.497189,353.0326772,1.026343177,0.460551486,0.01642718,0.0,interval 7,interval 7,interval 7,interval 7
0.857316,0.026458642,62.87927,11284.42929,80543.0985,8152.657766,340.9220611,1.239811874,0.485137465,0.026458642,0.0,interval 7,interval 7,interval 7,interval 7
1.285974,0.015982494,62.98834,11284.58799,80542.7003,8102.625251,337.3108549,1.248202423,0.533240585,0.015982494,0.0,interval 7,interval 7,interval 7,interval 7
1.7146329999999999,0.014077064,63.09746,11284.74668,80542.3021,9103.313606,301.5127304,1.759037607,0.473615453,0.014077064,0.0,interval 7,interval 7,interval 7,interval 7
2.143291,0.01087576,63.20659,11284.90537,80541.90389,7952.528904,353.3653966,1.783704275,0.425348254,0.01087576,0.0,interval 7,interval 7,interval 7,interval 7
2.571949,0.009329059,63.31577,11285.06406,80541.50569,9153.350126,300.6981166,2.185775863,0.451187299,0.009329059,0.0,interval 7,interval 7,interval 7,interval 7
3.000607,0.120923415,63.42492,11285.22276,80541.10749,8853.134009,317.5744574,1.813077953,0.459682883,0.120923415,0.0,interval 7,interval 7,interval 7,interval 7
3.429265,0.12447957,63.53406,11285.38145,80540.70929,9253.423767,292.3744665,1.512112508,0.445902504,0.12447957,0.0,interval 7,interval 7,interval 7,interval 7
3.857923,0.352658551,63.6432,11285.54014,80540.31109,8753.063572,321.4876565,2.294552993,0.415968748,0.352658551,0.0,interval 7,interval 7,interval 7,interval 7
4.286581,0.180930617,63.7524,11285.69884,80539.91289,9853.88243,279.6240461,0.807320258,0.481849874,0.180930617,0.0,interval 7,interval 7,interval 7,interval 7
4.71524,0.144877337,63.86155,11285.85753,80539.51469,9953.961677,279.4606902,1.597173089,0.387021247,0.144877337,0.0,interval 7,interval 7,interval 7,interval 7
5.143898,0.058376246,63.9707,11286.01622,80539.11648,11505.29243,242.6029305,1.880542725,0.340614047,0.058376246,0.0,interval 7,interval 7,interval 7,interval 7
5.5725560000000005,0.090975184,64.07986,11286.17491,80538.71828,8502.890983,326.8493231,1.42091535,0.480341971,0.090975184,0.0,interval 7,interval 7,interval 7,interval 7
6.001214,0.034709158,64.18901,11286.33361,80538.32008,8652.993936,318.0319887,2.091109536,0.50463704,0.034709158,0.0,interval 7,interval 7,interval 7,interval 7
6.429872,0.069860306,64.2982,11286.4923,80537.92188,8602.959418,324.3241002,2.338187801,0.533024212,0.069860306,0.0,interval 7,interval 7,interval 7,interval 7
6.85853,0.038065922,64.40736,11286.65099,80537.52368,7952.528904,347.9500303,1.274069386,0.420773775,0.038065922,0.0,interval 7,interval 7,interval 7,interval 7
7.287188,0.028154465,64.51651,11286.80969,80537.12548,9103.313606,305.9694762,1.319272928,0.40255864,0.028154465,0.0,interval 7,interval 7,interval 7,interval 7
7.715846999999999,0.040957709,64.62565,11286.96838,80536.72728,8402.823349,332.6822543,1.439397724,0.512432743,0.040957709,0.0,interval 7,interval 7,interval 7,interval 7
8.144505,0.04407121,64.7348,11287.12707,80536.32907,8753.063572,319.936112,0.917810183,0.448923952,0.04407121,0.0,interval 7,interval 7,interval 7,interval 7
8.573163,0.011105909,64.84399,11287.28576,80535.93087,7802.43436,364.0180919,0.780615362,0.509092389,0.011105909,0.0,interval 7,interval 7,interval 7,interval 7
9.001821,0.03135182,64.95314,11287.44446,80535.53267,9503.611372,287.7533797,1.049347864,0.448288561,0.03135182,0.0,interval 7,interval 7,interval 7,interval 7
9.430479,0.026107644,65.06228,11287.60315,80535.13447,8252.723399,326.6550324,1.223364603,0.51384395,0.026107644,0.0,interval 7,interval 7,interval 7,interval 7
9.859137,0.029939173,65.17145,11287.76184,80534.73627,8602.959418,320.9336783,2.805836585,0.470054491,0.029939173,0.0,interval 7,interval 7,interval 7,interval 7
10.287796,0.032627803,65.28064,11287.92054,80534.33807,7952.528904,346.8592619,1.783704275,0.484818144,0.032627803,0.0,interval 7,interval 7,interval 7,interval 7
10.716454,0.032854755,65.38978,11288.07923,80533.93987,7902.497189,350.1168079,1.539520924,0.525043398,0.032854755,0.0,interval 7,interval 7,interval 7,interval 7
11.145112000000001,0.010107707,65.49893,11288.23792,80533.54166,8502.890983,316.5585413,2.131385814,0.497349206,0.010107707,0.0,interval 7,interval 7,interval 7,interval 7
11.573770000000001,0.041497478,65.60807,11288.39662,80533.14346,8302.756515,326.0613193,2.673699745,0.497366423,0.041497478,0.0,interval 7,interval 7,interval 7,interval 7
12.002428,0.023024028,65.71722,11288.55531,80532.74526,7552.280789,369.3688333,2.157763661,0.571286075,0.023024028,0.0,interval 7,interval 7,interval 7,interval 7
12.431085999999999,0.0280234085,65.82623,11288.714,80532.34706,8252.723399,331.605312,1.957395109,0.4567383,0.057438194,0.0,interval 7,interval 7,interval 7,interval 7
12.859744,0.028110572,65.93539,11288.87269,80531.94886,9053.277286,302.3737518,2.87560682,0.46454153,0.051927101,0.0,interval 7,interval 7,interval 7,interval 7
13.288403,0.026107644,66.04454,11289.03139,80531.55066,8252.723399,332.7329097,1.957395109,0.628064162,0.026107644,0.0,interval 7,interval 7,interval 7,interval 7
