depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peakID_1,peakID_2,peakID_3,peakID_4
60.142845,0.008963613,77.06475,8680.983345,63755.83089,9303.460887,303.1365161,1.664404371,0.251204194,0.008963613,0.0,interval 7,interval 7,interval 7,interval 7
60.581844000000004,0.013676355,77.17396,8681.228985,63755.46705,9153.350126,318.3611112,0.846485737,0.233027103,0.013676355,0.0,interval 7,interval 7,interval 7,interval 7
61.020842,0.017532718,77.28318,8681.474625,63755.10321,9503.611372,302.9129366,0.813875682,0.224049956,0.017532718,0.0,interval 7,interval 7,interval 7,interval 7
61.459841000000004,0.004048872,77.39232,8681.720266,63754.73937,10254.20422,274.665683,0.93976425,0.230571164,0.004048872,0.0,interval 7,interval 7,interval 7,interval 7
61.89884,0.019947842,77.50141,8681.965906,63754.37552,8402.823349,339.8833294,2.314994488,0.22807434,0.019947842,0.0,interval 7,interval 7,interval 7,interval 7
62.337839,0.017629744,77.61062,8682.211546,63754.01168,9453.573451,304.3454553,2.455178189,0.223313165,0.017629744,0.0,interval 7,interval 7,interval 7,interval 7
62.776838,0.014960822,77.71974,8682.457186,63753.64784,8402.823349,343.7081555,1.620486419,0.27056906,0.014960822,0.0,interval 7,interval 7,interval 7,interval 7
63.21583699999999,0.012085269,77.82889,8682.702826,63753.284,10304.24535,273.7213212,1.683032423,0.22940484,0.012085269,0.0,interval 7,interval 7,interval 7,interval 7
63.654836,0.025092005,77.93811,8682.948466,63752.92016,8352.789832,341.3316442,1.16477841,0.231761898,0.025092005,0.0,interval 7,interval 7,interval 7,interval 7
64.093835,0.031293499,78.04726,8683.194106,63752.55632,8052.592935,355.5701797,2.178989116,0.264257738,0.031293499,0.0,interval 7,interval 7,interval 7,interval 7
64.532833,0.020200798,78.15639,8683.439746,63752.19247,8302.756515,344.7165606,1.1721636,0.280795188,0.020200798,0.0,interval 7,interval 7,interval 7,interval 7
64.97183199999999,0.020329697,78.26552,8683.685386,63751.82863,8252.723399,344.564727,1.415574441,0.262071844,0.020329697,0.0,interval 7,interval 7,interval 7,interval 7
65.410831,0.008223198,78.37467,8683.931026,63751.46479,10104.08205,280.680212,1.33605306,0.219389731,0.008223198,0.0,interval 7,interval 7,interval 7,interval 7
65.84983,0.008441095,78.48381,8684.176666,63751.10095,9853.88243,285.6113628,1.175530931,0.198703027,0.008441095,0.0,interval 7,interval 7,interval 7,interval 7
66.28882899999999,0.024798017,78.59303,8684.422306,63750.73711,10054.04172,274.6654837,0.19185293,0.226089167,0.024798017,0.0,interval 7,interval 7,interval 7,interval 7
66.727828,0.009612722,78.70213,8684.667946,63750.37326,8703.028654,324.6572015,1.115576953,0.247838801,0.009612722,0.0,interval 7,interval 7,interval 7,interval 7
67.166827,0.023192354,78.81135,8684.913586,63750.00942,9003.241167,316.5474311,1.937888385,0.26830365,0.023192354,0.0,interval 7,interval 7,interval 7,interval 7
67.605825,0.010036682,78.92051,8685.159226,63749.64558,8352.789832,337.3138223,1.397736888,0.292530816,0.010036682,0.0,interval 7,interval 7,interval 7,interval 7
68.044824,0.020200798,79.02966,8685.404866,63749.28174,8302.756515,340.1842214,1.875473014,0.240025954,0.020200798,0.0,interval 7,interval 7,interval 7,interval 7
68.483823,0.015544776,79.13874,8685.650506,63748.9179,8102.625251,345.3196931,1.924275421,0.271834247,0.015544776,0.0,interval 7,interval 7,interval 7,interval 7
68.922822,0.004955872,79.24784,8685.896146,63748.55405,8452.857066,332.0564981,2.070527137,0.28666769,0.004955872,0.0,interval 7,interval 7,interval 7,interval 7
69.361821,0.01813143,79.35688,8686.141786,63748.19021,9203.386846,301.0222163,2.525044799,0.258129618,0.01813143,0.0,interval 7,interval 7,interval 7,interval 7
69.80082,0.009850492,79.46603,8686.387426,63747.82637,8502.890983,332.2797042,2.286364214,0.284895031,0.009850492,0.0,interval 7,interval 7,interval 7,interval 7
