depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,peakID_1,peakID_2,peakID_3,peakID_4
45.770285,0.0,73.79118,78382.50365,64956.66289,6201.537981,241.5324662,2.610735574,1000,0.443788848,0.0,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
46.214657,0.043198611,73.90037,78382.30646,64956.26467,5151.061119,296.5039843,4.009255687,1000,0.617123037,0.043198611,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
46.659028,0.048370984,74.00951,78382.10927,64955.86644,6301.588,242.439525,3.847958432,1000,0.440855679,0.048370984,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
47.10339999999999,0.0132436,74.11866,78381.91208,64955.46822,6551.71655,231.9778357,3.072877486,1000,0.417875581,0.0132436,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
47.547772,0.02671022,74.22781,78381.71488,64955.07,6501.69044,228.4016915,2.478970911,1000,0.481601875,0.02671022,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
47.992144,0.034853814,74.33683,78381.51769,64954.67178,6251.562891,241.007358,3.558261244,1000,0.488241502,0.034853814,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
48.436515,0.015895379,74.44597,78381.3205,64954.27355,5551.232374,272.687631,2.581698456,1000,0.490522243,0.015895379,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
48.880887,0.022075154,74.55511,78381.1233,64953.87533,5951.416437,251.3014338,1.365855404,1000,0.530707144,0.022075154,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
49.325259,0.0,74.66426,78380.92611,64953.47711,5301.123838,279.9881177,3.494245157,1000,0.55699034,0.0,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
49.76963,0.038140634,74.7734,78380.72892,64953.07889,6801.850103,213.7356357,1.769891603,1000,0.489327476,0.038140634,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
50.214002,0.0,74.88246,78380.53173,64952.68066,5401.166652,271.2538773,0.380229163,1000,0.585276715,0.0,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
50.658374,0.022281685,74.99155,78380.33453,64952.28244,5901.392729,262.2869599,2.757290217,1000,0.509913758,0.022281685,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
51.102745,0.006970651,75.10069,78380.13734,64951.88422,6251.562891,236.7731523,1.940850361,1000,0.536592979,0.006970651,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
51.547117,0.02671022,75.20984,78379.94015,64951.486,6501.69044,229.636193,2.788847852,1000,0.43991687,0.02671022,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
51.991489,0.023375138,75.31902,78379.74296,64951.08777,5651.277189,267.8151309,2.53102139,1000,0.475489359,0.023375138,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
52.435861,0.020375371,75.42825,78379.54576,64950.68955,6401.63882,232.9078661,2.836569085,1000,0.372073506,0.020375371,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
52.880232,0.015935298,75.53733,78379.34857,64950.29133,5401.166652,284.0889498,4.562850341,1000,0.437514206,0.057357575,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
53.324604,0.0,75.64648,78379.15138,64949.8931,5001.0002,298.1010855,2.072260747,1000,0.582196452,0.0,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
53.768976,0.0,75.75569,78378.95419,64949.49488,6701.796081,221.8766388,1.498912774,1000,0.519697662,0.0,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
54.213347,0.015137645,75.8648,78378.75699,64949.09666,5801.345912,258.0229293,3.512347838,1000,0.493387717,0.015137645,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
54.657719,0.014448854,75.97402,78378.5598,64948.69844,6051.464454,241.8960189,4.358314321,1000,0.420829475,0.014448854,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
55.102091,0.016732951,76.08317,78378.36261,64948.30021,5301.123838,283.7424051,1.941231779,1000,0.545384193,0.016732951,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
55.546462,0.006621773,76.19231,78378.16542,64947.90199,6551.71655,225.330726,2.151001334,1000,0.454619171,0.006621773,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
55.99083400000001,0.028637325,76.3014,78377.96822,64947.50377,6101.488763,241.0371873,0.996674504,1000,0.426965355,0.028637325,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
56.435206,0.007095257,76.41051,78377.77103,64947.10555,6151.513272,242.8792324,0.98776638,1000,0.413306872,0.007095257,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
56.879578,0.025639935,76.5195,78377.57384,64946.70732,5201.081825,294.5912509,4.759333117,1000,0.616407775,0.025639935,0.0,,,,,,,,,,,,,,,interval 7,interval 7,interval 7,interval 7
