depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peak
50.479664,2.714046332,75.75638,34685.46848,64970.32676,145896.4914,38.92154045,9.528556528,1000,0.094950102,2.714046332,0.028107717,interval 0
50.911114,2.266263911,75.86553,34685.23619,64969.96317,151310.2827,36.97563237,10.9332892,1000,0.099478557,2.266263911,0.016436882,interval 0
51.342564,2.130434532,75.97467,34685.00391,64969.59959,178819.9795,31.04234915,6.489255262,1000,0.084485794,2.130434532,0.01473659,interval 0
51.774015,2.510266878,76.0838,34684.77162,64969.23601,160828.0127,33.02222324,6.998260254,1000,0.077020664,2.510266878,0.021977932,interval 0
52.205465,2.921511612,76.19295,34684.53933,64968.87243,177298.5363,33.21427016,5.255755222,1000,0.064352417,2.921511612,0.013564817,interval 0
52.636915,1.987260838,76.30213,34684.30704,64968.50885,212643.4347,29.14512567,4.449537417,1000,0.068416237,1.987260838,0.009139573,interval 0
53.068365,2.391069672,76.41129,34684.07475,64968.14527,181559.0407,35.41492583,4.436233892,1000,0.089641421,2.391069672,0.009505174,interval 0
53.499815,1.916536626,76.52042,34683.84247,64967.78169,198107.5213,30.7436085,5.714830233,1000,0.081966734,1.916536626,0.009347597,interval 0
53.931264999999996,1.815773734,76.62957,34683.61018,64967.4181,241153.9852,26.03392976,3.237133514,1000,0.105508126,1.815773734,0.010440901,interval 0
54.362715,1.895163538,76.7387,34683.37789,64967.05452,207609.8749,33.09507057,3.663326196,1000,0.099929309,1.895163538,0.010359301,interval 0
54.794165,2.454652792,76.84792,34683.1456,64966.69094,171670.7948,35.14830812,3.664771042,1000,0.086504213,2.454652792,0.01152979,interval 0
55.225615,2.297832896,76.95706,34682.91331,64966.32736,223021.9602,28.20386085,3.292967996,1000,0.074239389,2.297832896,0.00706283,interval 0
55.657066,2.217190042,77.06619,34682.68102,64965.96378,187038.9513,36.95108679,3.094685901,1000,0.070527771,2.217190042,0.00854904,interval 0
56.088516,2.131613819,77.17534,34682.44874,64965.6002,189932.0879,31.31095685,3.575215905,1000,0.08396862,2.131613819,0.007994341,interval 0
56.519966,2.180236331,77.28433,34682.21645,64965.23662,210050.1377,31.42606271,3.399703461,1000,0.200107336,2.180236331,0.007993121,interval 0
