depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peak
65.856578,1.532156043,78.4853,8685.253966,41133.58054,166248.2358,32.46317955,0.951870519,1000,0.011015268,1.532156043,0.004027577,interval 0
66.295622,1.493932951,78.59438,8685.652267,41133.39583,173394.3402,29.99839864,0.96555195,1000,0.011081101,1.493932951,0.004842694,interval 0
66.734666,1.4082659,78.70359,8686.050568,41133.21113,152271.8538,34.59131745,1.063802106,1000,0.012922053,1.4082659,0.004920835,interval 0
67.17371,1.430194634,78.81273,8686.448869,41133.02642,171924.2426,30.49992411,1.102285137,1000,0.011702254,1.430194634,0.004950277,interval 0
67.612754,1.49881093,78.92192,8686.84717,41132.84172,155663.2442,31.75102785,1.194271402,1000,0.013511159,1.49881093,0.004521425,interval 0
68.05179799999999,1.229768667,79.03108,8687.245471,41132.65702,218496.1939,25.01688993,0.875036251,1000,0.008166445,1.229768667,0.003372935,interval 0
68.490841,1.582063689,79.14022,8687.643772,41132.47231,162398.1175,34.78632982,1.065200845,1000,0.015455261,1.582063689,0.003144919,interval 0
68.929885,1.528502322,79.24931,8688.042073,41132.28761,144985.9892,38.15397244,1.282625498,1000,0.016695616,1.528502322,0.004777596,interval 0
69.368929,1.537638262,79.3585,8688.440374,41132.1029,158194.7285,32.27783582,0.977260909,1000,0.014437844,1.537638262,0.005238179,interval 0
69.80797299999999,1.542250235,79.46765,8688.838676,41131.9182,163512.5043,32.48361676,0.945348931,1000,0.012445018,1.542250235,0.00360931,interval 0
70.247017,1.367080345,79.5768,8689.236977,41131.73349,181203.9436,30.64729169,1.401037059,1000,0.011599769,1.367080345,0.004007025,interval 0
70.686061,1.638740108,79.68602,8689.635278,41131.54879,165437.5867,33.98325469,1.279186412,1000,0.014896774,1.638740108,0.004184608,interval 0
71.12510499999999,1.48849518,79.79516,8690.033579,41131.36408,176385.7586,32.97943048,1.074298673,1000,0.012302345,1.48849518,0.004502907,interval 0
71.56414799999999,1.57258639,79.90435,8690.43188,41131.17938,161486.4198,37.88922175,0.991452365,1000,0.0109213,1.57258639,0.0044983,interval 0
72.003192,1.337398703,80.01348,8690.830181,41130.99468,192267.3847,29.37339637,0.889579312,1000,0.009754524,1.337398703,0.004070669,interval 0
72.442236,1.345777235,80.12256,8691.228482,41130.80997,177247.8247,29.72027707,1.006767,1000,0.011477006,1.345777235,0.003904735,interval 0
72.88128,1.520464259,80.23172,8691.626783,41130.62527,161537.068,33.56736142,1.127876296,1000,0.013577857,1.520464259,0.00463743,interval 0
73.320324,1.641472993,80.34092,8692.025084,41130.44056,152676.7479,33.86187215,0.940385206,1000,0.014517425,1.641472993,0.004461518,interval 0
73.75936800000001,1.765420476,80.45014,8692.423386,41130.25586,162600.7259,34.0155176,1.380842348,1000,0.012793253,1.765420476,0.004397536,interval 0
74.198412,1.354951915,80.55927,8692.821687,41130.07115,176943.5593,30.019424,1.299692266,1000,0.013157809,1.354951915,0.003206057,interval 0
74.637455,1.711781074,80.66844,8693.219988,41129.88645,175827.9826,30.6118619,0.931207316,1000,0.012212938,1.711781074,0.004000925,interval 0
75.076499,1.492448751,80.77751,8693.618289,41129.70174,189627.5159,27.90389009,1.096030713,1000,0.012393808,1.492448751,0.004606166,interval 0
75.51554300000001,1.734486935,80.88669,8694.01659,41129.51704,156220.127,35.48402509,1.095721359,1000,0.013173215,1.734486935,0.003851183,interval 0
75.954587,1.45597873,80.99584,8694.414891,41129.33234,166400.2384,38.45072207,1.349186679,1000,0.011684613,1.45597873,0.003887464,interval 0
76.393631,1.624495635,81.10506,8694.813192,41129.14763,176588.5924,34.04278062,1.020959553,1000,0.010111789,1.624495635,0.00462624,interval 0
76.83267500000001,1.317033316,81.21422,8695.211493,41128.96293,165386.9229,32.95582145,1.101516092,1000,0.012440134,1.317033316,0.00500947,interval 0
77.271719,1.459306216,81.32336,8695.609794,41128.77822,179327.1681,31.72411693,1.364445132,1000,0.01046102,1.459306216,0.003922566,interval 0
77.710762,1.795527403,81.4325,8696.008096,41128.59352,164221.7109,33.93391229,1.266278556,1000,0.011564846,1.795527403,0.004215715,interval 0
78.149806,1.335977119,81.54164,8696.406397,41128.40881,184501.6592,29.35356147,0.977013874,1000,0.011024151,1.335977119,0.00368917,interval 0
78.58885000000001,1.298707233,81.65079,8696.804698,41128.22411,177399.9601,31.72610587,1.130368792,1000,0.01210431,1.298707233,0.005884405,interval 0
79.027894,1.435068381,81.75993,8697.202999,41128.0394,167160.2786,34.20210322,1.122814392,1000,0.012713457,1.435068381,0.003801821,interval 0
79.466938,1.87260161,81.86912,8697.6013,41127.8547,167008.2669,32.61176664,1.145881127,1000,0.012454279,1.87260161,0.003601419,interval 0
79.905982,1.617840183,81.97835,8697.999601,41127.67,169896.8034,30.68572025,0.985506891,1000,0.009979312,1.617840183,0.004207948,interval 0
80.345026,1.476902703,82.08751,8698.397902,41127.48529,176943.5593,30.78452281,1.216492492,1000,0.013924451,1.476902703,0.004296262,interval 0
80.784069,1.116405033,82.19658,8698.796203,41127.30059,205068.4368,27.25506571,0.96839276,1000,0.008372372,1.116405033,0.002654317,interval 0
81.223113,1.84123424,82.30572,8699.194504,41127.11588,163512.5043,33.6500963,1.114194671,1000,0.014243002,1.84123424,0.004095236,interval 0
81.662157,1.930389017,82.41483,8699.592806,41126.93118,175523.7516,32.53365021,1.111045785,1000,0.011976577,1.930389017,0.003813933,interval 0
82.101201,1.454513279,82.52387,8699.991107,41126.74647,192622.7939,31.4466212,1.069378441,1000,0.012435092,1.454513279,0.00335642,interval 0
