depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peakID_1,peakID_2,peakID_3,peakID_4
0.44326899999999997,0.094690107,61.78594,82290.0548,62546.5191,1850.13691,626.1745806,17.7773743,0.897794138,0.094690107,0.0,interval 7,interval 7,interval 7,interval 7
0.8865369999999999,0.194504248,61.89508,82290.4186,62546.26585,1200.057603,1341.704613,39.55989007,2.408785755,0.194504248,0.0,interval 7,interval 7,interval 7,interval 7
1.329806,0.089957635,62.00416,82290.7824,62546.0126,1250.062503,1196.920807,22.51842639,1.914757336,0.089957635,0.0,interval 7,interval 7,interval 7,interval 7
1.773075,0.29175754,62.1133,82291.1462,62545.75935,1200.057603,1310.094434,27.38739709,2.295860146,0.29175754,0.0,interval 7,interval 7,interval 7,interval 7
2.216343,0.0,62.22252,82291.51001,62545.5061,1900.144411,624.1433203,11.40140749,1.445469024,0.0,0.0,interval 7,interval 7,interval 7,interval 7
2.659612,0.069197539,62.33168,82291.87381,62545.25285,1450.084105,910.606439,8.660783664,1.63357366,0.069197539,0.0,interval 7,interval 7,interval 7,interval 7
3.102881,0.305511784,62.44083,82292.23761,62544.9996,2700.291631,394.6249086,7.091979679,0.975888139,0.305511784,0.0,interval 7,interval 7,interval 7,interval 7
3.54615,1.161344421,62.54997,82292.60141,62544.74635,7352.161535,146.0316522,5.822432441,0.233183104,1.161344421,0.0,interval 7,interval 7,interval 7,interval 7
3.9894179999999997,1.284035308,62.65904,82292.96521,62544.4931,3900.608495,266.2376288,7.920275101,0.46181019,1.284035308,0.0,interval 7,interval 7,interval 7,interval 7
4.4326870000000005,0.994104166,62.76822,82293.32901,62544.23985,3600.518475,282.6863145,7.463997774,0.877093492,0.994104166,0.0,interval 7,interval 7,interval 7,interval 7
4.8759559999999995,0.416330491,62.87743,82293.69282,62543.9866,2600.270428,402.55551,9.304635356,0.632941121,0.416330491,0.0,interval 7,interval 7,interval 7,interval 7
5.319224,0.550337366,62.98656,82294.05662,62543.73335,2000.160013,587.9476864,17.21957859,1.097647903,0.550337366,0.0,interval 7,interval 7,interval 7,interval 7
5.762492999999999,0.142035729,63.09571,82294.42042,62543.4801,1850.13691,655.3782082,11.85148805,1.136013958,0.142035729,0.0,interval 7,interval 7,interval 7,interval 7
6.205762,0.227737953,63.20487,82294.78422,62543.22685,1900.144411,632.3023746,8.55102141,1.039984744,0.227737953,0.0,interval 7,interval 7,interval 7,interval 7
6.64903,0.179910358,63.31406,82295.14802,62542.9736,2250.202518,491.1565057,5.629329062,0.849429395,0.179910358,0.0,interval 7,interval 7,interval 7,interval 7
7.092299,0.214822438,63.42318,82295.51182,62542.72035,1700.115608,702.1033256,6.721728663,1.392556063,0.214822438,0.0,interval 7,interval 7,interval 7,interval 7
7.5355680000000005,0.056222506,63.53225,82295.87563,62542.4671,1650.108907,725.3270781,7.036824851,1.283744843,0.056222506,0.0,interval 7,interval 7,interval 7,interval 7
