depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peakID_1,peakID_2,peakID_3,peakID_4
63.746363,0.016017608,77.83033,30995.73496,80666.64969,5451.188359,247.6639446,1.101123745,1000,0.347968141,0.016017608,0.0,interval 7,interval 7,interval 7,interval 7
64.19214199999999,0.007624873,77.93947,30996.09854,80666.39176,5701.299896,229.1073381,1.747242889,1000,0.31036114,0.007624873,0.0,interval 7,interval 7,interval 7,interval 7
64.637921,0.022029983,78.04863,30996.46212,80666.13384,5901.392729,220.6458834,3.36546013,1000,0.308975892,0.022029983,0.0,interval 7,interval 7,interval 7,interval 7
65.0837,0.017047564,78.15777,30996.82571,80665.87591,5151.061119,252.1579776,2.343869367,1000,0.33525185,0.017047564,0.0,interval 7,interval 7,interval 7,interval 7
65.529478,0.023096226,78.2669,30997.18929,80665.61798,5651.277189,228.0872085,2.116991356,1000,0.302800693,0.023096226,0.0,interval 7,interval 7,interval 7,interval 7
65.975257,0.023096226,78.37609,30997.55287,80665.36005,5651.277189,232.0672482,2.116991356,1000,0.271107368,0.023096226,0.0,interval 7,interval 7,interval 7,interval 7
66.421036,0.0221326335,78.48524,30997.91645,80665.10213,5851.36922,223.8713671,2.038077748,1000,0.254221211,0.007411702,0.0,interval 7,interval 7,interval 7,interval 7
66.866815,0.027328682,78.59438,30998.28004,80664.8442,4850.941083,271.0819972,2.922431976,1000,0.420794919,0.027328682,0.0,interval 7,interval 7,interval 7,interval 7
67.312594,0.041385621,78.70352,30998.64362,80664.58627,6251.562891,207.9760693,1.58055724,1000,0.318614897,0.041385621,0.0,interval 7,interval 7,interval 7,interval 7
67.758372,0.006897466,78.81272,30999.0072,80664.32835,6251.562891,206.5857856,0.948330551,1000,0.249202665,0.006897466,0.0,interval 7,interval 7,interval 7,interval 7
68.20415100000001,0.024520324,78.92188,30999.37079,80664.07042,5351.145145,242.2225176,1.498343113,1000,0.332687294,0.024520324,0.0,interval 7,interval 7,interval 7,interval 7
68.64993,0.023096226,79.03102,30999.73437,80663.81249,5651.277189,230.3130976,2.116991356,1000,0.387321807,0.023096226,0.0,interval 7,interval 7,interval 7,interval 7
69.095709,0.020167822,79.14017,31000.09795,80663.55457,6401.63882,199.3443765,1.848574957,1000,0.301309549,0.020167822,0.0,interval 7,interval 7,interval 7,interval 7
69.541487,0.007624873,79.24931,31000.46153,80663.29664,5701.299896,228.3723333,2.09669566,1000,0.331288339,0.007624873,0.0,interval 7,interval 7,interval 7,interval 7
