specimen,peakID,category,element,mean,std,se,cl95,N,growth_rate,start_date,end_date
B255,peakID_1,interval 2,43Ca/43Ca,1000.0,0.0,0.0,0.0,3623,77.43518371202883,2022-05-11 22:52:58,2022-06-01 02:51:59
B255,peakID_1,interval 2,55Mn/43Ca,0.008480825059895114,0.0017266899449779195,2.86866736648402e-05,5.624364206493535e-05,3623,77.43518371202883,2022-05-11 22:52:58,2022-06-01 02:51:59
B255,peakID_1,interval 2,88Sr/43Ca,2.172778647729782,0.5987574015950576,0.009947563680394707,0.019503383961313226,3623,77.43518371202883,2022-05-11 22:52:58,2022-06-01 02:51:59
B255,peakID_1,interval 2,138Ba/43Ca,0.005116205237372343,0.0012675757472635249,2.105909744420252e-05,4.128886997149585e-05,3623,77.43518371202883,2022-05-11 22:52:58,2022-06-01 02:51:59
B255,peakID_1,interval 1,Ca43,440141.4041826134,71491.46084076367,892.7370344184469,1750.0627856262543,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 1,23Na/43Ca,20.972427785543424,5.119225542203413,0.06392542795069038,0.1253151915945921,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 1,25Mg/43Ca,0.6990021554606268,0.18418010444632843,0.002299916637716011,0.004508604843901703,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 1,43Ca/43Ca,1000.0,0.0,0.0,0.0,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 1,55Mn/43Ca,0.0064987665668174025,0.0013935143896134873,1.7401265675265616e-05,3.411229321399887e-05,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 1,88Sr/43Ca,2.0113115416778418,0.5587073460125805,0.006976759648233037,0.01367677933579324,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 1,138Ba/43Ca,0.003664742102760019,0.0010572112398571504,1.3201739283606447e-05,2.5879818731649616e-05,6413,165.90702353589745,2022-04-25 00:03:43,2022-05-11 22:41:12
B255,peakID_1,interval 0,Ca43,413542.9035212929,83528.59006223633,1312.0393151565386,2572.3181720357657,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_1,interval 0,23Na/43Ca,22.412983198104367,12.14986210938731,0.19084599356183732,0.3741630388878735,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_1,interval 0,25Mg/43Ca,2.1746238387512955,12.851412298520982,0.20186571063132283,0.3957677409277269,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_1,interval 0,43Ca/43Ca,1000.0,0.0,0.0,0.0,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_1,interval 0,55Mn/43Ca,0.016784220170984458,0.08708016804489369,0.001367826321026251,0.0026816913648238234,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_1,interval 0,88Sr/43Ca,1.982095276376018,0.5957929945755348,0.00935851822705864,0.0183478392916288,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_1,interval 0,138Ba/43Ca,0.009385615056994819,0.061706603509542594,0.0009692668073167848,0.0019002956643220596,4053,21.223410951251534,2022-02-01 10:00:00,2022-04-24 23:30:13
B255,peakID_2,peak 7,Ca43,416098.4661283262,46291.475505991875,3032.6553928617436,5975.064833060735,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 7,23Na/43Ca,22.945456705708157,3.8444264783574873,0.25185675255787043,0.49621873580478265,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 7,25Mg/43Ca,0.9131416872274678,0.19177394306054688,0.012563528733441416,0.02475319117728592,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 7,43Ca/43Ca,1000.0,0.0,0.0,0.0,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 7,55Mn/43Ca,0.00470485481974249,0.0006949973240336736,4.553078854620623e-05,8.970666898201178e-05,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 7,88Sr/43Ca,1.5657659316781116,0.37941406601895916,0.024856241907671803,0.04897281018283869,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 7,138Ba/43Ca,0.0017747560729613737,0.0006025491762642116,3.947430901452985e-05,7.777393902296316e-05,233,,2022-09-09 01:40:00,2022-09-09 01:40:00
B255,peakID_2,peak 6,Ca43,353387.4815622798,42104.824827944256,1355.402268564164,2659.8792098126305,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 6,23Na/43Ca,26.550509657377205,2.5528908142797397,0.08218046305170477,0.16127323245191738,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 6,25Mg/43Ca,1.0388078851056994,0.21557770416808403,0.006939691839956327,0.013618644793298404,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 6,43Ca/43Ca,1000.0,0.0,0.0,0.0,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 6,55Mn/43Ca,0.009856897177202072,0.0012978877221079541,4.178048406744995e-05,8.199118706260089e-05,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 6,88Sr/43Ca,1.909962356149223,0.2384553873001226,0.007676150517634459,0.015063891839931506,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 6,138Ba/43Ca,0.002038362816580311,0.0003389713710906623,1.0911874523455196e-05,2.141376686330121e-05,965,,2022-08-12 01:20:00,2022-08-12 01:20:00
B255,peakID_2,peak 5,Ca43,300416.1573781132,36202.633940290434,1111.955062302374,2181.8855715900245,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 5,23Na/43Ca,26.551180147486793,3.518176932015541,0.10805994547474994,0.2120359391232732,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 5,25Mg/43Ca,0.9783633234801888,0.14350511208177763,0.0044077244796272425,0.008648866102313437,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 5,43Ca/43Ca,1000.0,0.0,0.0,0.0,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 5,55Mn/43Ca,0.010432727818867924,0.0016229185549755806,4.984754716703558e-05,9.781118646801265e-05,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 5,88Sr/43Ca,1.7861526515000001,0.2711057874913451,0.00832694807006781,0.016339192531613124,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 5,138Ba/43Ca,0.001973208082075472,0.0003629206353369673,1.1147018704288706e-05,2.1872753766480812e-05,1060,,2022-07-24 06:00:00,2022-07-24 06:00:00
B255,peakID_2,peak 4,Ca43,306433.17669537594,35805.79652771238,744.3405209597179,1459.644420604087,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 4,23Na/43Ca,24.748065285185827,3.7794059574419907,0.07856730675166926,0.15406971367634317,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 4,25Mg/43Ca,0.9848411289554883,0.16901317248761602,0.0035134912516502615,0.00688992169296412,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 4,43Ca/43Ca,1000.0,0.0,0.0,0.0,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 4,55Mn/43Ca,0.010543803364736388,0.0016294301069031318,3.387303096863168e-05,6.642467965947055e-05,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 4,88Sr/43Ca,1.9971743198902332,0.33753673243959786,0.007016804306327297,0.013759884042045385,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 4,138Ba/43Ca,0.0026082691041486605,0.0005101366776398771,1.0604858353066937e-05,2.0796022640810266e-05,2314,,2022-06-28 01:07:30,2022-06-28 01:07:30
B255,peakID_2,peak 3,Ca43,292394.8081636363,30682.58108500764,1814.2990536505174,3571.1258359533053,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 3,23Na/43Ca,24.277538051993005,2.843900165052183,0.16816334205507538,0.33099970716779714,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 3,25Mg/43Ca,0.9891129365524476,0.13281554143687235,0.007853547603162427,0.01545831526126393,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 3,43Ca/43Ca,1000.0,0.0,0.0,0.0,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 3,55Mn/43Ca,0.009514295905594406,0.001297176989112941,7.670368334542773e-05,0.00015097759366433658,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 3,88Sr/43Ca,2.257290305230769,0.30006192334557574,0.017743033483856484,0.03492401385256403,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 3,138Ba/43Ca,0.002496159118881119,0.00046588231672248356,2.754819889501164e-05,5.4223742557772736e-05,286,,2022-06-01 03:00:00,2022-06-01 03:00:00
B255,peakID_2,peak 2,Ca43,306284.2287798786,39579.31653567812,824.2114414317958,1616.2734448621582,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 2,23Na/43Ca,23.817317366036423,3.966945439197355,0.0826088498919584,0.16199543427719484,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 2,25Mg/43Ca,0.9610537079770166,0.1752033541255044,0.0036484866765522897,0.007154659390557408,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 2,43Ca/43Ca,1000.0,0.0,0.0,0.0,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 2,55Mn/43Ca,0.01063944195490026,0.0016706242237527074,3.47895749616815e-05,6.822213735704405e-05,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 2,88Sr/43Ca,2.109523776931483,0.402057054294591,0.00837255549774968,0.016418528591570503,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 2,138Ba/43Ca,0.003752533920641804,0.0007463258714901094,1.5541711584741623e-05,3.0477198518971454e-05,2306,,2022-05-11 22:45:00,2022-05-11 22:45:00
B255,peakID_2,peak 1,Ca43,420266.15074545454,62118.100824315174,4087.070972503999,8052.885796750224,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,peak 1,23Na/43Ca,20.185924029177485,5.1777103318553666,0.34066832888549464,0.6712296325512241,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,peak 1,25Mg/43Ca,0.7098976217922078,0.1587113130388506,0.010442437742320225,0.020575066874128457,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,peak 1,43Ca/43Ca,1000.0,0.0,0.0,0.0,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,peak 1,55Mn/43Ca,0.009121648220779223,0.0020674694407167263,0.00013602950227970957,0.0002680232504443507,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,peak 1,88Sr/43Ca,2.0912927715844156,0.5791409801825972,0.03810467895318018,0.07507885965185342,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,peak 1,138Ba/43Ca,0.004922558692640692,0.0011782161347196817,7.752093028677622e-05,0.00015274195203778874,231,,2022-04-25 00:00:00,2022-04-25 00:00:00
B255,peakID_2,interval 7,Ca43,376127.72324695333,137075.29760218566,2961.0661658289678,5806.86425258412,2143,20.329382264113043,2022-09-09 02:10:26,2022-10-25 10:00:00
B255,peakID_2,interval 7,23Na/43Ca,44.56774550632104,56.508451920255624,1.2206813918438204,2.393844224047621,2143,20.329382264113043,2022-09-09 02:10:26,2022-10-25 10:00:00
