time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol
62.33216,0.000444912,11659.0371,65652.837,1850.13691,1173.63183,12.02568668,2.975027953,0.243862802,0
62.44128,0.000889825,11659.26718,65652.4562,1750.122509,1296.10392,15.68716447,3.092140371,0.204499378,0
62.55029,0.001334737,11659.49725,65652.07539,2400.230422,738.291007,6.338529477,2.173285861,0.115682011,0
62.65943,0.00177965,11659.72733,65651.69459,1850.13691,1150.264652,8.017092388,3.352204521,0.18289637,0
62.76857,0.002224562,11659.95741,65651.31379,2500.250025,690.0331571,11.88315495,1.490541417,0.108436311,0
62.87772,0.002669475,11660.18749,65650.93298,2400.230422,702.566496,6.338529477,1.828692988,0,0
62.98688,0.003114387,11660.41756,65650.55218,1350.072904,2423.548718,33.98425573,6.660776249,0.258427957,0
63.09592,0.0035593,11660.64764,65650.17137,2100.176415,869.30897,12.68437113,2.486085281,0.144685053,0
63.20505,0.004004212,11660.87772,65649.79057,1350.072904,2465.86413,42.48048959,5.239642956,0.258427957,0
63.31418,0.004449124,11661.1078,65649.40977,1900.144411,1137.359701,20.94120718,2.905382729,0.115813221,0
63.42331,0.004894037,11661.33787,65649.02896,1700.115608,1387.550543,23.81694339,3.53520796,0.144889197,0
63.53239,0.005338949,11661.56795,65648.64816,1850.13691,1160.035117,14.02999586,2.723584453,0.304829721,0
63.64156,0.005783862,11661.79803,65648.26736,2050.168114,944.3679565,14.89221734,2.836689013,0.352325791,0
63.75076,0.006228774,11662.02811,65647.88655,3150.39695,473.5597008,7.600408441,1.518369132,0.179813379,0
63.85988,0.006673687,11662.25818,65647.50575,1850.13691,1172.356989,20.04297149,2.262620376,0.243862802,0
63.96901,0.007118599,11662.48826,65647.12494,2100.176415,918.3488996,11.09880254,2.154564146,0.144685053,0
64.0782,0.007563511,11662.71834,65646.74414,2150.184916,872.1601273,10.65363849,1.845397022,0.04629358,0
64.18732,0.008008424,11662.94842,65646.36334,1450.084105,1973.581388,20.82546511,5.224574086,0.316730517,0
64.29647,0.008453336,11663.17849,65645.98253,1750.122509,1272.83278,22.41036942,3.560717711,0.204499378,0
64.40555,0.008898249,11663.40857,65645.60173,2200.193617,854.9658771,17.55927182,1.896609768,0.089017112,0
64.5147,0.009343161,11663.63865,65645.22093,2100.176415,915.9963482,11.09880254,2.386627548,0.337603858,0
64.62379,0.009788074,11663.86873,65644.84012,2600.270428,652.916393,6.709580505,1.496208365,0.306141529,0
64.73278,0.010232986,11664.0988,65644.45932,1150.052902,4405.004859,53.84798389,13.34852022,0.935960377,0
64.84191,0.010677899,11664.32888,65644.07851,2050.168114,1006.825173,11.58278938,2.075534768,0,0
64.95103,0.011122811,11664.55896,65643.69771,1450.084105,2040.53056,24.29642455,6.095482747,0.211152833,0
65.06023,0.011567723,11664.78904,65643.31691,1900.144411,1099.818983,17.13364643,2.427727294,0.173720526,0
65.16938,0.012012636,11665.01911,65642.9361,1350.072904,2384.848705,33.98425573,5.772557281,0.129213461,0
65.27853,0.012457548,11665.24919,65642.5553,2450.240124,715.462518,9.813829308,1.718273022,0.223886772,0
65.38767,0.012902461,11665.47927,65642.1745,1950.152112,1055.346875,19.94078152,2.539162776,0.330846698,0
65.4968,0.013347373,11665.70935,65641.79369,1700.115608,1350.198303,14.29005171,2.887841267,0,0
65.60598,0.013792286,11665.93942,65641.41289,1650.108907,1420.161365,15.24701823,4.090756927,0.154592038,0
65.7151,0.014237198,11666.1695,65641.03209,2450.240124,682.4506307,4.906875398,1.384840753,0.07462773,0
65.82424,0.014682111,11666.39958,65640.65128,2350.220921,743.2409491,15.73850287,2.08386204,0,0
65.93339,0.015127023,11666.62966,65640.27048,2300.211619,778.4860311,16.30197043,2.130063004,0.123965288,0
66.04258,0.015571935,11666.85973,65639.88967,1900.144411,1125.650425,26.65260542,2.746161703,0.173720526,0
66.15172,0.016016848,11667.08981,65639.50887,2300.211619,789.7155469,9.509387656,1.98803892,0.123965288,0
66.26085,0.01646176,11667.31989,65639.12807,2050.168114,898.809922,11.58278938,2.5598979,0.150994352,0
66.36998,0.016906673,11667.54996,65638.74726,2150.184916,886.3540778,9.131671874,1.940860239,0.092587531,0
66.47911,0.017351585,11667.78004,65638.36646,2050.168114,969.2698832,4.964012877,2.317712943,0.301992327,0
66.58813,0.017796498,11668.01012,65637.98566,1800.129609,1259.27211,21.16066419,3.185174672,0.128729854,0
66.69727,0.01824141,11668.2402,65637.60485,1900.144411,1083.681121,9.518616311,3.343253689,0.115813221,0
66.80644,0.018686323,11668.47027,65637.22405,2050.168114,946.8224406,14.89221734,2.110131235,0.251659266,0
66.91554,0.019131235,11668.70035,65636.84324,1850.13691,1126.058726,14.02999586,2.849305448,0.121930425,0
67.02466,0.019576147,11668.93043,65636.46244,1150.052902,4506.101887,100.0045987,9.488251635,1.169955151,0
67.13387,0.02002106,11669.16051,65636.08164,2400.230422,724.3189536,6.338529477,2.279318043,0.154243298,0
67.24302,0.020465972,11669.39058,65635.70083,1950.152112,1019.620406,10.87668115,2.577065882,0.110280468,0
67.35213,0.020910885,11669.62066,65635.32003,1950.152112,1025.380922,18.12794695,2.273845274,0.275704479,0
67.46127,0.021355797,11669.85074,65634.93923,2100.176415,898.1884953,7.92768439,2.154564146,0.048227965,0
67.57045,0.02180071,11670.08082,65634.55842,2000.160013,992.559556,5.190348114,2.604265578,0.157878972,0
67.67959,0.022245622,11670.31089,65634.17762,2250.202518,824.7137836,14.08934361,1.649439348,0.042855741,0
67.78871,0.022690534,11670.54097,65633.79682,2000.160013,989.2597428,10.38075851,2.604265578,0.157878972,0
67.89786,0.023135447,11670.77105,65633.41601,2200.193617,830.1556931,5.852996956,2.447326525,0.089017112,0
68.00701,0.023580359,11671.00113,65633.03521,2500.250025,672.4051132,9.506485932,1.217248708,0.036145148,0
68.1162,0.024025272,11671.2312,65632.6544,2000.160013,994.7595649,3.460225156,2.531914739,0.052625903,0
68.22534,0.024470184,11671.46128,65632.2736,2200.193617,839.4576307,16.09596697,2.416730109,0.22254545,0
68.3345,0.024915097,11671.69136,65631.8928,1750.122509,1285.654512,8.964040196,3.279569057,0.204499378,0
68.44361,0.025360009,11671.92144,65631.51199,2250.202518,818.1425129,8.453538535,1.91456228,0.128568251,0
