File,Interval,peakID,total_growth,total_growth_centered,total_time_days,growth_rate,growth_rate_centered,start_date,end_date
B323_int_peakid.csv_peakID_2,interval 6,peakID_2,558.0739699999999,558.0739699999999,27.970104166666665,19.952516682618718,19.952516682618718,2022-08-12 01:51:50,2022-09-09 01:08:47
B323_int_peakid.csv_peakID_2,interval 4,peakID_2,2141.877622,2141.877622,26.19244212962963,81.7746436700932,81.7746436700932,2022-06-28 01:15:06,2022-07-24 05:52:13
B323_int_peakid.csv_peakID_2,interval 3,peakID_2,2210.434945000001,2210.434945000001,26.911342592592593,82.13766880617945,82.13766880617945,2022-06-01 03:07:36,2022-06-28 00:59:56
B323_int_peakid.csv_peakID_2,interval 1,peakID_2,1437.654246,1437.654246,16.937662037037036,84.87914346480217,84.87914346480217,2022-04-25 00:07:26,2022-05-11 22:37:40
B323_int_peakid.csv_peakID_2,interval 0,peakID_2,1570.3875499999995,1570.3875499999995,82.5603587962963,19.021084366586447,19.021084366586447,2022-02-01 10:00:00,2022-04-24 23:26:55
B323_int_peakid.csv_peakID_2,interval 5,peakID_2,1566.0922820000003,1566.0922820000003,18.794965277777777,83.32509578252156,83.32509578252156,2022-07-24 06:07:38,2022-08-12 01:12:23
B323_int_peakid.csv_peakID_3,interval 7,peakID_3,799.814838,799.814838,46.322175925925926,17.266348611925935,17.266348611925935,2022-09-09 02:16:04,2022-10-25 10:00:00
B323_int_peakid.csv_peakID_3,interval 6,peakID_3,558.0739699999999,558.0739699999999,27.970104166666665,19.952516682618718,19.952516682618718,2022-08-12 01:51:50,2022-09-09 01:08:47
B323_int_peakid.csv_peakID_3,interval 3,peakID_3,1484.2692749999997,1484.2692749999997,26.906111111111112,55.164764200615295,55.164764200615295,2022-06-01 03:11:16,2022-06-28 00:56:04
B323_int_peakid.csv_peakID_3,interval 2,peakID_3,2166.6687040000006,2166.6687040000006,20.169027777777778,107.4255401833119,107.4255401833119,2022-05-11 22:50:49,2022-06-01 02:54:13
B323_int_peakid.csv_peakID_3,interval 1,peakID_3,2112.3925719999997,2112.3925719999997,16.940925925925924,124.69168339655229,124.69168339655229,2022-04-25 00:05:04,2022-05-11 22:40:00
B323_int_peakid.csv_peakID_3,interval 0,peakID_3,1570.3875499999995,1570.3875499999995,82.5603587962963,19.021084366586447,19.021084366586447,2022-02-01 10:00:00,2022-04-24 23:26:55
B323_int_peakid.csv_peakID_3,interval 5,peakID_3,1566.0922820000003,1566.0922820000003,18.794965277777777,83.32509578252156,83.32509578252156,2022-07-24 06:07:38,2022-08-12 01:12:23
B323_int_peakid.csv_peakID_4,interval 7,peakID_4,799.814838,799.814838,46.322175925925926,17.266348611925935,17.266348611925935,2022-09-09 02:16:04,2022-10-25 10:00:00
B323_int_peakid.csv_peakID_4,interval 6,peakID_4,558.0739699999999,558.0739699999999,27.970104166666665,19.952516682618718,19.952516682618718,2022-08-12 01:51:50,2022-09-09 01:08:47
