time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol
2463.46266,9.488583914,14301.91171,35679.87445,414158.7748,20.84189587,2.24032354,0.016275363,2.451399951,0.00780645
2463.57171,9.489017378,14302.29277,35679.66785,440062.1959,21.18277247,1.902294196,0.014492137,2.95835156,0.006775161
2463.68079,9.489450842,14302.67384,35679.46126,491267.7113,21.06775966,1.500508197,0.012979721,2.263397943,0.005445423
2463.78993,9.489884306,14303.0549,35679.25467,415204.9062,22.76659609,2.047533969,0.013381799,2.347270133,0.006023403
2463.89908,9.49031777,14303.43596,35679.04807,431211.6243,20.04198678,1.937104434,0.016415621,2.597935648,0.007573327
2464.00829,9.490751234,14303.81703,35678.84148,478589.8314,18.55056307,1.82238449,0.014030963,2.32909585,0.005635511
2464.11749,9.491184698,14304.19809,35678.63488,482069.7964,18.18858767,1.502325612,0.013578614,2.433854029,0.00586673
2464.22657,9.491618162,14304.57916,35678.42829,459026.2432,21.434826,1.815540315,0.013524062,2.131745595,0.007828042
2464.33572,9.492051626,14304.96022,35678.2217,488876.6542,19.12922634,1.519202631,0.012499538,1.983400842,0.007125939
2464.44486,9.49248509,14305.34129,35678.0151,412066.512,21.46216074,1.618804683,0.01536087,2.537061469,0.007183106
2464.55404,9.492918554,14305.72235,35677.80851,439614.6391,19.99041352,1.950516168,0.015441594,2.209047769,0.00720464
2464.66328,9.493352018,14306.10341,35677.60191,430548.1669,21.18851328,1.781148772,0.01492511,2.332765205,0.008092697
2464.77242,9.493785482,14306.48448,35677.39532,397418.8095,22.45981775,1.91123987,0.017387777,2.849027547,0.00750326
2464.88159,9.494218947,14306.86554,35677.18873,444049.5528,20.53985174,1.693601017,0.015069428,2.44564908,0.007550959
2464.99073,9.494652411,14307.24661,35676.98213,455656.2468,19.4441474,1.467793717,0.015533789,2.128941821,0.008245807
2465.09985,9.495085875,14307.62767,35676.77554,432763.9107,20.54669807,1.353298894,0.015127845,2.467232883,0.007546124
2465.20899,9.495519339,14308.00874,35676.56895,451924.3691,17.82324523,1.840017047,0.012934725,2.02207989,0.007201574
2465.31814,9.495952803,14308.3898,35676.36235,424487.2389,20.8517509,1.972192259,0.014056664,2.154563874,0.008131169
2465.42735,9.496386267,14308.77086,35676.15576,376485.5395,24.44042388,1.894856081,0.017136024,2.377499632,0.008501776
2465.53646,9.496819731,14309.15193,35675.94916,398915.3647,20.91543747,1.667618444,0.016716431,2.201135799,0.007968217
2465.6457,9.497253195,14309.53299,35675.74257,411369.0911,20.77356594,1.464236356,0.016679719,2.400495143,0.009267721
2465.75477,9.497686659,14309.91406,35675.53598,404394.8817,18.98180563,1.942252608,0.017147153,2.332171768,0.007346604
2465.864,9.498120123,14310.29512,35675.32938,425056.0877,18.0688857,1.821600236,0.015573165,2.11659691,0.007040403
2465.97307,9.498553587,14310.67619,35675.12279,434419.8918,20.39238771,1.569441103,0.015682145,2.716011191,0.008523662
2466.08217,9.498987051,14311.05725,35674.91619,451457.9613,16.39539232,1.620714907,0.014447044,2.27936582,0.00679754
2466.19121,9.499420515,14311.43831,35674.7096,436438.4102,19.49952375,1.757076417,0.014612635,2.103246271,0.008108535
2466.30031,9.499853979,14311.81938,35674.50301,462863.9407,17.34719068,1.628664038,0.01429943,2.133812882,0.008943742
2466.40946,9.500287443,14312.20044,35674.29641,391841.3048,21.27759543,1.919605673,0.01775906,2.524637573,0.008140188
2466.51864,9.500720907,14312.58151,35674.08982,428804.6145,19.76296555,1.844471596,0.016677021,2.601475534,0.008507989
2466.62779,9.501154371,14312.96257,35673.88322,448681.1113,17.89278528,1.667851798,0.013674713,2.15604139,0.007083213
2466.73693,9.501587835,14313.34364,35673.67663,441097.7528,17.58165749,1.654641661,0.014732041,2.126323974,0.007626335
2466.84607,9.502021299,14313.7247,35673.47004,444049.5528,17.92767489,1.701930194,0.014525115,2.194585779,0.009200121
2466.95522,9.502454763,14314.10576,35673.26344,477275.3697,18.6576206,1.374107242,0.013867103,1.998307624,0.007024621
2467.06422,9.502888227,14314.48683,35673.05685,508659.312,14.44144726,1.329200871,0.012012825,1.743650604,0.006204037
