time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol
80.99569,0.076673948,31006.27886,80659.16981,5851.36922,223.1568067,2.377762128,1000,0.315245653,0.014823463,0
81.10477,0.077119726,31006.64244,80658.91188,5551.232374,244.0141608,1.798983502,1000,0.405742522,0.023552186,0.00230161
81.21399,0.077565505,31007.00602,80658.65396,5401.166652,239.7586486,0.741548074,1000,0.355208451,0.024270905,0
81.3231,0.078011284,31007.36961,80658.39603,5701.299896,231.6469504,2.446149829,1000,0.373144244,0.015249806,0
81.43227,0.078457063,31007.73319,80658.1381,4350.757032,306.864901,5.186415839,1000,0.461102405,0.010287711,0.003016088
81.54141,0.078902841,31008.09677,80657.88018,6101.488763,206.707427,2.271900176,1000,0.242902857,0.03540917,0
81.65056,0.07934862,31008.46036,80657.62225,5801.345912,220.7985904,3.085892805,1000,0.325055654,0.029926049,0
81.75971,0.079794399,31008.82394,80657.36432,5501.210266,237.2707374,5.814265469,1000,0.362634342,0.118940626,0.037194006
81.86883,0.080240178,31009.18752,80657.1064,5201.081825,249.262679,2.705525134,1000,0.323981933,0.860551328,0.004944897
81.97795,0.080685956,31009.5511,80656.84847,5901.392729,221.6756099,3.028908059,1000,0.359363179,0.881611909,0.004305718
82.08702,0.081131735,31009.91469,80656.59054,6701.796081,190.8430108,3.811963923,1000,0.283838445,0.121571751,0.001875742
82.19613,0.081577514,31010.27827,80656.33262,8552.9251,144.0833393,2.03363162,1000,0.200682898,1.209109929,0.014454689
82.30532,0.082023293,31010.64185,80656.07469,7552.280789,169.0157459,4.385147379,1000,0.298607251,0.191386111,0.006600276
82.41446,0.082469072,31011.00544,80655.81676,7902.497189,162.4002435,4.17814323,1000,0.176577662,0.498902981,0.007860897
82.52361,0.08291485,31011.36902,80655.55884,9803.843106,129.1581987,3.130156791,1000,0.195227128,0.234823947,0.006257267
82.63276,0.083360629,31011.7326,80655.30091,11104.93059,115.4713593,4.635194516,1000,0.150751259,1.572081964,0.008785284
82.74191,0.083806408,31012.09618,80655.04298,7402.191049,182.1634544,4.74383204,1000,0.262995985,0.713395293,0.010115229
82.85112,0.084252187,31012.45977,80654.78505,14708.64869,97.37453322,2.435434303,1000,0.129192264,0.335774722,0.008199608
82.96027,0.084697965,31012.82335,80654.52713,10954.7982,123.1958009,5.398236308,1000,0.15291267,0.596880887,0.020050699
