time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,,,,,,,,,,,,,,
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,,,,,,,,,,,,,,
609.89992,2.164459168,77249.42876,63175.5538,387360.3441,26.19159992,1.525511232,1000,0.020441306,1.940026605,0.001253824,,,,,,,,,,,,,,
610.00906,2.164896421,77249.16215,63175.20723,417507.9862,23.23799017,1.481592213,1000,0.019359984,1.875368287,0.000996988,,,,,,,,,,,,,,
610.11822,2.165333674,77248.89553,63174.86067,379525.4232,28.42557526,1.367177792,1000,0.021664053,2.009071809,0.001584478,,,,,,,,,,,,,,
610.22729,2.165770926,77248.62892,63174.5141,422263.8017,24.29849727,1.504265769,1000,0.019141652,1.542982424,0.001314357,,,,,,,,,,,,,,
610.33647,2.166208179,77248.36231,63174.16754,429039.3214,25.24096273,1.325449831,1000,0.021026493,1.511385636,0.001185766,,,,,,,,,,,,,,
610.44563,2.166645431,77248.09569,63173.82097,367730.6231,26.56359014,1.637219265,1000,0.021383976,1.806679814,0.001446662,,,,,,,,,,,,,,
610.55481,2.167082684,77247.82908,63173.47441,397883.2388,24.25078076,1.675526556,1000,0.019483676,1.779110299,0.000842785,,,,,,,,,,,,,,
610.66397,2.167519937,77247.56247,63173.12784,389474.5394,24.692363,1.654812412,1000,0.019054435,1.659851886,0.001395475,,,,,,,,,,,,,,
610.77309,2.167957189,77247.29585,63172.78128,383648.4629,22.88405369,1.424701899,1000,0.022366381,1.656469582,0.00153728,,,,,,,,,,,,,,
610.88214,2.168394442,77247.02924,63172.43472,400515.3257,26.30091985,1.622973677,1000,0.019217618,1.709138753,0.001414702,,,,,,,,,,,,,,
610.99112,2.168831694,77246.76262,63172.08815,418851.8406,22.08126032,1.278336744,1000,0.018968283,1.630939773,0.001187037,,,,,,,,,,,,,,
611.10027,2.169268947,77246.49601,63171.74159,405626.2284,23.77133713,1.438500864,1000,0.018566854,1.541215208,0.001254304,,,,,,,,,,,,,,
611.20941,2.1697062,77246.2294,63171.39502,392104.8836,26.90968871,1.459902344,1000,0.021883328,1.72221986,0.001445089,,,,,,,,,,,,,,
611.3186,2.170143452,77245.96278,63171.04846,389577.6799,26.1139991,1.663860988,1000,0.019970505,1.563393103,0.001424791,,,,,,,,,,,,,,
611.42775,2.170580705,77245.69617,63170.70189,367679.1415,25.34025669,1.552007611,1000,0.020110577,1.839603933,0.00132104,,,,,,,,,,,,,,
611.5369,2.171017957,77245.42956,63170.35533,381792.9292,25.34744282,1.470352504,1000,0.02160751,1.645655061,0.001302425,,,,,,,,,,,,,,
611.64606,2.17145521,77245.16294,63170.00876,390196.5404,28.90783507,1.343939444,1000,0.022415029,1.873134799,0.001570724,,,,,,,,,,,,,,
611.75519,2.171892463,77244.89633,63169.6622,415544.1468,25.32258775,1.524176639,1000,0.020248739,1.672015984,0.001530442,,,,,,,,,,,,,,
611.86437,2.172329715,77244.62972,63169.31563,454775.0103,23.39995712,1.270661751,1000,0.01965306,1.675479334,0.00157624,,,,,,,,,,,,,,
611.97352,2.172766968,77244.3631,63168.96907,404851.717,24.15645319,1.473203806,1000,0.020443327,1.766245637,0.001885143,,,,,,,,,,,,,,
612.08266,2.17320422,77244.09649,63168.62251,424797.5169,24.37586216,1.503981329,1000,0.020131992,1.766406296,0.001360951,,,,,,,,,,,,,,
612.19181,2.173641473,77243.82987,63168.27594,382514.4934,27.38316433,1.622160292,1000,0.0230102,2.00321874,0.001390668,,,,,,,,,,,,,,
612.30097,2.174078726,77243.56326,63167.92938,449488.8725,24.04819846,1.334944757,1000,0.020130121,1.637956844,0.001131753,,,,,,,,,,,,,,
612.41017,2.174515978,77243.29665,63167.58281,446380.4051,22.87823251,1.47670424,1000,0.018910038,1.696266131,0.001191451,,,,,,,,,,,,,,
612.51932,2.174953231,77243.03003,63167.23625,430590.7628,24.8605783,1.663965055,1000,0.019412042,1.7960019,0.001450038,,,,,,,,,,,,,,
612.62846,2.175390483,77242.76342,63166.88968,411824.0201,24.63885226,1.502068619,1000,0.02210775,1.902120147,0.001628529,,,,,,,,,,,,,,
612.73761,2.175827736,77242.49681,63166.54312,475941.5398,22.98079542,1.419816344,1000,0.020169943,1.667919875,0.001676121,,,,,,,,,,,,,,
612.8468,2.176264989,77242.23019,63166.19655,418179.8956,25.31686677,1.448279383,1000,0.021705274,1.842810365,0.00176967,,,,,,,,,,,,,,
612.95595,2.176702241,77241.96358,63165.84999,448193.5854,24.5011572,1.326441362,1000,0.020927471,1.560781963,0.001315619,,,,,,,,,,,,,,
613.06511,2.177139494,77241.69697,63165.50342,476668.467,22.22031373,1.154103246,1000,0.020776188,1.568924088,0.001091401,,,,,,,,,,,,,,
613.17424,2.177576746,77241.43035,63165.15686,422367.2088,26.7031017,1.46014984,1000,0.018810202,1.954505448,0.001505686,,,,,,,,,,,,,,
613.28339,2.178013999,77241.16374,63164.81029,420040.7534,26.72335174,1.578225529,1000,0.022463423,1.777450184,0.001651693,,,,,,,,,,,,,,
613.39258,2.178451252,77240.89712,63164.46373,454567.6694,24.57296464,1.202156049,1000,0.020026388,1.803807022,0.001653275,,,,,,,,,,,,,,
613.50173,2.178888504,77240.63051,63164.11717,437628.9688,26.54614608,1.552717862,1000,0.017018188,1.642415322,0.001294574,,,,,,,,,,,,,,
613.61088,2.179325757,77240.3639,63163.7706,424849.2306,27.27493344,1.360282358,1000,0.020714317,1.926110863,0.001333567,,,,,,,,,,,,,,
613.72002,2.179763009,77240.09728,63163.42404,424487.2389,24.48478546,1.422378994,1000,0.019366388,1.774974428,0.001198499,,,,,,,,,,,,,,
613.82904,2.180200262,77239.83067,63163.07747,418334.9567,24.2086539,1.602338733,1000,0.02275313,1.735491322,0.001520219,,,,,,,,,,,,,,
613.93819,2.180637515,77239.56406,63162.73091,428159.3471,23.55713338,1.46626386,1000,0.018748806,1.647532288,0.001323243,,,,,,,,,,,,,,
614.04734,2.181074767,77239.29744,63162.38434,444582.7738,23.84045781,1.337227907,1000,0.021470221,1.761016993,0.001014219,,,,,,,,,,,,,,
614.15648,2.18151202,77239.03083,63162.03778,423194.4956,27.57459471,1.417997823,1000,0.02020835,1.655534505,0.001366113,,,,,,,,,,,,,,
614.26562,2.181949272,77238.76422,63161.69121,445862.401,22.97710433,1.300236875,1000,0.021160858,1.583574355,0.001011304,,,,,,,,,,,,,,
614.37461,2.182386525,77238.4976,63161.34465,434523.3977,23.45388628,1.474527191,1000,0.020189019,1.6565378,0.001463509,,,,,,,,,,,,,,
614.48375,2.182823778,77238.23099,63160.99808,437577.203,22.94639607,1.460000975,1000,0.019984859,1.656724622,0.001294727,,,,,,,,,,,,,,
614.5929,2.18326103,77237.96437,63160.65152,420561.0747,23.53895443,1.440068528,1000,0.022369949,1.681417151,0.001457168,,,,,,,,,,,,,,
614.70211,2.183698283,77237.69776,63160.30496,418334.9567,25.44610601,1.332912466,1000,0.020311435,1.573077899,0.00124379,,,,,,,,,,,,,,
614.81123,2.184135535,77237.43115,63159.95839,406039.3204,24.10686402,1.418833697,1000,0.024327075,1.614862814,0.001281506,,,,,,,,,,,,,,
614.92046,2.184572788,77237.16453,63159.61183,399328.2386,26.97632575,1.419577092,1000,0.02134867,2.004692392,0.001013481,,,,,,,,,,,,,,
615.02953,2.185010041,77236.89792,63159.26526,430745.9753,23.59999179,1.345925688,1000,0.02126352,1.728439081,0.001368978,,,,,,,,,,,,,,
615.13868,2.185447293,77236.63131,63158.9187,415802.5294,26.42268067,1.541004171,1000,0.020103363,1.564515467,0.001056702,,,,,,,,,,,,,,
615.24782,2.185884546,77236.36469,63158.57213,414355.6546,23.37354463,1.274392589,1000,0.020306896,1.744727186,0.001060397,,,,,,,,,,,,,,
615.35701,2.186321798,77236.09808,63158.22557,400154.0265,25.79324097,1.592114562,1000,0.018269285,1.523729379,0.001069184,,,,,,,,,,,,,,
615.46625,2.186759051,77235.83146,63157.879,439026.7232,22.43022752,1.299467074,1000,0.021176346,1.591849131,0.001290447,,,,,,,,,,,,,,
615.57539,2.187196304,77235.56485,63157.53244,431780.774,23.18021717,1.227174863,1000,0.020764952,1.533564978,0.001044328,,,,,,,,,,,,,,
615.68454,2.187633556,77235.29824,63157.18587,428332.8009,25.28766548,1.43547367,1000,0.02131902,1.681311503,0.001241717,,,,,,,,,,,,,,
615.79361,2.188070809,77235.03162,63156.83931,453842.0029,24.4372029,1.342478473,1000,0.019328586,1.465731429,0.000942549,,,,,,,,,,,,,,
615.90273,2.188508061,77234.76501,63156.49275,429038.7416,24.56513432,1.372819403,1000,0.020897835,1.616158729,0.001158816,,,,,,,,,,,,,,
616.01172,2.188945314,77234.4984,63156.14618,424435.5267,25.87442,1.34855131,1000,0.019823999,1.59652035,0.001253134,,,,,,,,,,,,,,
616.12086,2.189382566,77234.23178,63155.79962,392981.7861,26.76209519,1.597701196,1000,0.020569958,1.835388858,0.001559575,,,,,,,,,,,,,,
616.23001,2.189819819,77233.96517,63155.45305,412547.2928,23.72606406,1.445685961,1000,0.022805073,1.707468508,0.001177172,,,,,,,,,,,,,,
616.33904,2.190257072,77233.69856,63155.10649,431780.774,22.48377943,1.252845129,1000,0.020125628,1.558200475,0.001526381,,,,,,,,,,,,,,
616.44819,2.190694324,77233.43194,63154.75992,380659.1256,25.26503019,1.46503029,1000,0.02101925,2.031929927,0.001701286,,,,,,,,,,,,,,
616.55735,2.191131577,77233.16533,63154.41336,468934.013,26.14129082,1.322859545,1000,0.020648314,1.478498775,0.001208049,,,,,,,,,,,,,,
616.66647,2.191568829,77232.89871,63154.06679,382669.1196,25.74404813,1.558726558,1000,0.023938852,1.762953916,0.001299439,,,,,,,,,,,,,,
616.77561,2.192006082,77232.6321,63153.72023,392723.8673,25.75133945,1.236491114,1000,0.02023203,1.974662429,0.001236676,,,,,,,,,,,,,,
616.8846,2.192443335,77232.36549,63153.37366,386277.6,25.53657817,1.591982695,1000,0.022356873,1.551892438,0.001167526,,,,,,,,,,,,,,
616.99373,2.192880587,77232.09887,63153.0271,399689.5142,26.80142167,1.533865011,1000,0.021329346,1.74873568,0.001533366,,,,,,,,,,,,,,
617.10295,2.19331784,77231.83226,63152.68054,385865.1503,29.28290275,1.464389829,1000,0.024241174,1.670953549,0.001018922,,,,,,,,,,,,,,
617.21203,2.193755092,77231.56565,63152.33397,391485.9301,26.06883857,1.490532587,1000,0.021353827,1.942344817,0.001447377,,,,,,,,,,,,,,
617.32122,2.194192345,77231.29903,63151.98741,393084.9551,27.13214279,1.240053312,1000,0.022882207,1.742364785,0.001618008,,,,,,,,,,,,,,
617.43045,2.194629598,77231.03242,63151.64084,406090.9579,24.96601265,1.505102597,1000,0.024323978,1.703385918,0.001537639,,,,,,,,,,,,,,
617.53961,2.19506685,77230.76581,63151.29428,427745.5354,24.66962796,1.351059802,1000,0.021993733,1.634688619,0.001378593,,,,,,,,,,,,,,
617.64868,2.195504103,77230.49919,63150.94771,414458.9973,23.70976955,1.238416131,1000,0.024231926,1.909053842,0.00131124,,,,,,,,,,,,,,
617.75782,2.195941355,77230.23258,63150.60115,469971.9219,21.76499937,1.272763537,1000,0.018546964,1.466469269,0.001254582,,,,,,,,,,,,,,
617.86692,2.196378608,77229.96596,63150.25458,432298.2049,24.11634355,1.43938546,1000,0.022911355,1.661900579,0.001150068,,,,,,,,,,,,,,
617.97607,2.196815861,77229.69935,63149.90802,433540.125,24.25029936,1.409686448,1000,0.020935276,1.670588691,0.001546851,,,,,,,,,,,,,,
618.08511,2.197253113,77229.43274,63149.56145,421333.1761,24.3471396,1.542677712,1000,0.02363946,1.675074159,0.001783856,,,,,,,,,,,,,,
618.19421,2.197690366,77229.16612,63149.21489,412133.989,27.84653426,1.491970588,1000,0.022091101,1.76080608,0.001543123,,,,,,,,,,,,,,
618.30337,2.198127618,77228.89951,63148.86833,439647.9967,23.64916012,1.293426424,1000,0.020706851,1.384337171,0.001341223,,,,,,,,,,,,,,
618.41256,2.198564871,77228.6329,63148.52176,438974.9518,24.17475796,1.413255961,1000,0.021556177,1.747586068,0.001158894,,,,,,,,,,,,,,
618.52171,2.199002124,77228.36628,63148.1752,418076.5226,24.01812499,1.758044786,1000,0.021710648,1.821105627,0.001355199,,,,,,,,,,,,,,
618.63086,2.199439376,77228.09967,63147.82863,465425.1304,25.6787299,1.130422452,1000,0.02080417,1.602446939,0.00114264,,,,,,,,,,,,,,
618.73999,2.199876629,77227.83306,63147.48207,453997.4994,23.00957567,1.228081084,1000,0.018774771,1.50830694,0.001095032,,,,,,,,,,,,,,
618.84918,2.200313881,77227.56644,63147.1355,450317.9254,23.42198786,1.307868631,1000,0.019602627,1.712655451,0.001129667,,,,,,,,,,,,,,
618.95833,2.200751134,77227.29983,63146.78894,445189.0272,25.79566386,1.385204511,1000,0.021006876,1.511982612,0.001610223,,,,,,,,,,,,,,
619.0675,2.201188387,77227.03321,63146.44237,429193.9352,25.5771739,1.402455662,1000,0.019475301,1.50604353,0.001346992,,,,,,,,,,,,,,
619.17664,2.201625639,77226.7666,63146.09581,408569.8024,27.4431075,1.532139165,1000,0.020324599,1.761069242,0.001103737,,,,,,,,,,,,,,
619.28579,2.202062892,77226.49999,63145.74924,458974.3903,22.25906684,1.319397898,1000,0.019232465,1.454554222,0.001385449,,,,,,,,,,,,,,
619.39499,2.202500144,77226.23337,63145.40268,488387.0486,23.33993796,1.160418763,1000,0.016716622,1.375285216,0.000852132,,,,,,,,,,,,,,
619.50413,2.202937397,77225.96676,63145.05612,420712.7968,25.82797301,1.461507471,1000,0.020262098,1.446020507,0.001264237,,,,,,,,,,,,,,
619.61329,2.20337465,77225.70015,63144.70955,438612.5577,24.64038175,1.368089409,1000,0.021322247,1.636380642,0.001054403,,,,,,,,,,,,,,
619.72243,2.203811902,77225.43353,63144.36299,474609.8977,22.87791994,1.233065084,1000,0.020052114,1.591640798,0.001339754,,,,,,,,,,,,,,
619.83162,2.204249155,77225.16692,63144.01642,425728.3963,25.85628542,1.288036934,1000,0.022357471,1.668236213,0.001330809,,,,,,,,,,,,,,
619.94076,2.204686407,77224.90031,63143.66986,464005.1009,24.60950084,1.32498367,1000,0.019499604,1.515666662,0.001320572,,,,,,,,,,,,,,
620.0499,2.20512366,77224.63369,63143.32329,457055.9831,24.13357815,1.292606185,1000,0.018165871,1.464420327,0.001188886,,,,,,,,,,,,,,
620.15905,2.205560913,77224.36708,63142.97673,438353.7112,25.2870334,1.432121198,1000,0.022279543,1.670224158,0.000844008,,,,,,,,,,,,,,
620.2682,2.205998165,77224.10046,63142.63016,400566.9407,26.27607522,1.521274509,1000,0.021489316,1.743186421,0.001472261,,,,,,,,,,,,,,
620.37721,2.206435418,77223.83385,63142.2836,450317.9254,27.16606677,1.41043674,1000,0.022299952,1.71722709,0.001335082,,,,,,,,,,,,,,
620.48637,2.20687267,77223.56724,63141.93703,407485.2484,27.63222331,1.685877771,1000,0.020649747,1.744709351,0.001645893,,,,,,,,,,,,,,
620.59553,2.207309923,77223.30062,63141.59047,426400.7404,25.91117306,1.242678682,1000,0.021027291,1.542478119,0.000976168,,,,,,,,,,,,,,
620.70466,2.207747176,77223.03401,63141.2439,480823.1325,23.16260383,1.39385699,1000,0.019448245,1.45188793,0.001418609,,,,,,,,,,,,,,
620.81379,2.208184428,77222.7674,63140.89734,442547.6742,26.66811848,1.255720159,1000,0.018699791,1.603203717,0.001358553,,,,,,,,,,,,,,
620.923,2.208621681,77222.50078,63140.55078,487327.2678,22.47852439,1.348694088,1000,0.018621981,1.429672127,0.001091227,,,,,,,,,,,,,,
621.03215,2.209058933,77222.23417,63140.20421,470646.608,22.72855542,1.306264169,1000,0.020866363,1.524870774,0.000957986,,,,,,,,,,,,,,
621.1413,2.209496186,77221.96756,63139.85765,437214.8488,22.89174797,1.490795518,1000,0.019496363,1.637694526,0.000978439,,,,,,,,,,,,,,
621.25046,2.209933439,77221.70094,63139.51108,456122.8085,24.33840164,1.254752131,1000,0.018808211,1.775834797,0.001394122,,,,,,,,,,,,,,
621.35951,2.210370691,77221.43433,63139.16452,417507.9862,25.40396779,1.578960327,1000,0.021674128,1.765234128,0.00121856,,,,,,,,,,,,,,
621.46867,2.210807944,77221.16771,63138.81795,447105.6462,22.33667321,1.313144803,1000,0.018879326,1.398821601,0.001344686,,,,,,,,,,,,,,
621.57781,2.211245196,77220.9011,63138.47139,401289.5727,25.38290894,1.477090152,1000,0.021244182,1.690443697,0.001527243,,,,,,,,,,,,,,
621.68696,2.211682449,77220.63449,63138.12482,401031.4851,27.6650707,1.413539566,1000,0.021739747,1.523813681,0.001268694,,,,,,,,,,,,,,
621.79603,2.212119702,77220.36787,63137.77826,390609.1309,25.86345583,1.508074627,1000,0.021472504,1.604944864,0.001628279,,,,,,,,,,,,,,
621.90513,2.212556954,77220.10126,63137.43169,408776.3946,26.60945714,1.431920195,1000,0.022002649,1.63761443,0.001357783,,,,,,,,,,,,,,
622.01412,2.212994207,77219.83465,63137.08513,381432.1625,25.07858023,1.365177238,1000,0.021193716,1.722792388,0.001243019,,,,,,,,,,,,,,
622.12326,2.213431459,77219.56803,63136.73857,434338.2256,22.62815485,1.241205553,1000,0.020070528,1.536373685,0.001091415,,,,,,,,,,,,,,
622.23241,2.213868712,77219.30142,63136.392,396954.3972,25.18428477,1.409460068,1000,0.020433354,1.626802321,0.001543946,,,,,,,,,,,,,,
622.34144,2.214305964,77219.0348,63136.04544,420402.6185,24.86605554,1.39226817,1000,0.021524696,1.504929795,0.001017619,,,,,,,,,,,,,,
622.45059,2.214743217,77218.76819,63135.69887,381019.8703,29.13710568,1.575183061,1000,0.022593367,1.70394274,0.001790737,,,,,,,,,,,,,,
622.55974,2.21518047,77218.50158,63135.35231,453767.5411,21.82847814,1.192065724,1000,0.020487583,1.509828389,0.001044626,,,,,,,,,,,,,,
622.66888,2.215617722,77218.23496,63135.00574,379886.1357,25.32782467,1.380468332,1000,0.022951602,1.685546724,0.001126311,,,,,,,,,,,,,,
622.77803,2.216054975,77217.96835,63134.65918,404696.8203,25.15829452,1.336805667,1000,0.022088316,1.415871067,0.001257188,,,,,,,,,,,,,,
622.88722,2.216492227,77217.70174,63134.31261,385194.9481,27.37638111,1.447754106,1000,0.020986386,1.681883526,0.001711249,,,,,,,,,,,,,,
622.99636,2.21692948,77217.43512,63133.96605,382762.2246,27.460829,1.345945792,1000,0.023355947,1.62534256,0.00157106,,,,,,,,,,,,,,
623.10552,2.217366733,77217.16851,63133.61948,401186.337,25.08960105,1.293258738,1000,0.022075416,1.666073257,0.001095254,,,,,,,,,,,,,,
623.21466,2.217803985,77216.9019,63133.27292,413322.2735,24.04011165,1.366979269,1000,0.022094298,1.546518763,0.001202939,,,,,,,,,,,,,,
623.32379,2.218241238,77216.63528,63132.92636,435869.0521,24.37188021,1.393666892,1000,0.022280028,1.569545147,0.001352867,,,,,,,,,,,,,,
623.43301,2.21867849,77216.36867,63132.57979,479202.2813,20.41308283,1.159557722,1000,0.018362094,1.468975799,0.000940862,,,,,,,,,,,,,,
623.54215,2.219115743,77216.10205,63132.23323,404645.1886,26.0055777,1.359805378,1000,0.021067768,1.66453323,0.00122877,,,,,,,,,,,,,,
623.65129,2.219552996,77215.83544,63131.88666,389216.6919,27.26419916,1.532467567,1000,0.026160444,1.957212265,0.001842116,,,,,,,,,,,,,,
623.76043,2.219990248,77215.56883,63131.5401,412547.2928,23.96036951,1.324767563,1000,0.02414358,1.61763487,0.001513543,,,,,,,,,,,,,,
623.86963,2.220427501,77215.30221,63131.19353,383081.4655,28.6267784,1.518457399,1000,0.024129273,1.720739589,0.001116903,,,,,,,,,,,,,,
623.97877,2.220864753,77215.0356,63130.84697,429245.6669,23.87273666,1.354940182,1000,0.018636993,1.429919461,0.001050504,,,,,,,,,,,,,,
624.08791,2.221302006,77214.76899,63130.5004,427228.2897,23.82975392,1.322427108,1000,0.021374208,1.595708508,0.001055471,,,,,,,,,,,,,,
624.19705,2.221739259,77214.50237,63130.15384,439958.6448,26.00996132,1.200136879,1000,0.021758915,1.439511508,0.001208864,,,,,,,,,,,,,,
624.3062,2.222176511,77214.23576,63129.80727,423039.3752,24.41637087,1.309336144,1000,0.021129332,1.546638993,0.001202606,,,,,,,,,,,,,,
624.4154,2.222613764,77213.96915,63129.46071,423918.4157,25.22705413,1.341482149,1000,0.022387928,1.566092321,0.00130922,,,,,,,,,,,,,,
624.52456,2.223051016,77213.70253,63129.11415,422263.8017,25.22938518,1.298618931,1000,0.023652679,1.473909063,0.001067896,,,,,,,,,,,,,,
624.6337,2.223488269,77213.43592,63128.76758,417611.3546,26.46238928,1.463527012,1000,0.021867077,1.707278101,0.001135188,,,,,,,,,,,,,,
624.74284,2.223925522,77213.1693,63128.42102,479555.5416,23.12089631,1.243446524,1000,0.017542795,1.442136885,0.001060714,,,,,,,,,,,,,,
624.85189,2.224362774,77212.90269,63128.07445,451647.9794,23.02955629,1.177217127,1000,0.020828333,1.443992094,0.001203139,,,,,,,,,,,,,,
624.96105,2.224800027,77212.63608,63127.72789,414555.6499,26.82351472,1.300515165,1000,0.023360437,1.945857258,0.001255145,,,,,,,,,,,,,,
625.07012,2.225237279,77212.36946,63127.38132,420402.6185,24.44197792,1.581260811,1000,0.022509733,1.830605628,0.001100136,,,,,,,,,,,,,,
625.17926,2.225674532,77212.10285,63127.03476,433126.1381,24.41732121,1.291600667,1000,0.020955311,1.533548686,0.001067777,,,,,,,,,,,,,,
625.28841,2.226111785,77211.83624,63126.68819,415544.1468,22.82070139,1.368552546,1000,0.023238351,1.85451472,0.001363468,,,,,,,,,,,,,,
625.39753,2.226549037,77211.56962,63126.34163,424590.6641,27.80251448,1.417680507,1000,0.022677552,1.594319911,0.00133438,,,,,,,,,,,,,,
625.50658,2.22698629,77211.30301,63125.99506,484854.4458,21.82701267,1.279373065,1000,0.019457151,1.417159076,0.000906037,,,,,,,,,,,,,,
625.61568,2.227423542,77211.0364,63125.6485,441822.6929,21.4665367,1.458500075,1000,0.017793454,1.570113703,0.001543989,,,,,,,,,,,,,,
625.72484,2.227860795,77210.76978,63125.30194,417921.4647,25.76428123,1.435912867,1000,0.023898764,1.773338329,0.001272692,,,,,,,,,,,,,,
625.83401,2.228298048,77210.50317,63124.95537,450991.5706,21.70583423,1.330491262,1000,0.021225956,1.484897201,0.001076702,,,,,,,,,,,,,,
625.94316,2.2287353,77210.23655,63124.60881,419989.0592,27.20228515,1.437633144,1000,0.023189299,1.68044209,0.001376553,,,,,,,,,,,,,,
626.0523,2.229172553,77209.96994,63124.26224,398192.8678,27.96506335,1.502514459,1000,0.023212291,1.657931979,0.001161583,,,,,,,,,,,,,,
626.16145,2.229609805,77209.70333,63123.91568,435765.5351,24.63891463,1.347360872,1000,0.022602107,1.887247638,0.001247046,,,,,,,,,,,,,,
626.27059,2.230047058,77209.43671,63123.56911,445862.401,22.1244513,1.188368855,1000,0.01955112,1.476605033,0.001555918,,,,,,,,,,,,,,
626.37961,2.230484311,77209.1701,63123.22255,430694.2376,24.78477812,1.243142195,1000,0.021137884,1.430680862,0.001583935,,,,,,,,,,,,,,
626.48877,2.230921563,77208.90349,63122.87598,406039.3204,23.81060409,1.368780582,1000,0.02215117,1.562463942,0.001224545,,,,,,,,,,,,,,
626.59792,2.231358816,77208.63687,63122.52942,366701.0301,24.921674,1.667021094,1000,0.02709136,1.728461114,0.001703058,,,,,,,,,,,,,,
626.70709,2.231796068,77208.37026,63122.18285,398089.6573,23.34242789,1.256925733,1000,0.020513689,1.377336157,0.001481435,,,,,,,,,,,,,,
626.81619,2.232233321,77208.10365,63121.83629,382566.0353,24.06075067,1.341807687,1000,0.021708107,1.611824098,0.001692793,,,,,,,,,,,,,,
626.9254,2.232670574,77207.83703,63121.48973,392827.0342,30.11940081,1.443104007,1000,0.020015894,1.518119352,0.00150131,,,,,,,,,,,,,,
627.03454,2.233107826,77207.57042,63121.14316,417734.9924,23.14821475,1.153516178,1000,0.020935392,1.418443357,0.001467039,,,,,,,,,,,,,,
627.14368,2.233545079,77207.3038,63120.7966,397676.8237,24.95481088,1.239650768,1000,0.02463105,1.481457833,0.001308492,,,,,,,,,,,,,,
627.25283,2.233982331,77207.03719,63120.45003,389319.8303,23.22339849,1.323242678,1000,0.021969184,1.425154628,0.001217799,,,,,,,,,,,,,,
627.36188,2.234419584,77206.77058,63120.10347,361399.9493,27.99862662,1.517657218,1000,0.023592618,2.027365296,0.001472042,,,,,,,,,,,,,,
627.47103,2.234856837,77206.50396,63119.7569,399586.2915,23.46991466,1.238341873,1000,0.020298581,1.458910093,0.001417995,,,,,,,,,,,,,,
627.58019,2.235294089,77206.23735,63119.41034,370819.9037,27.02560025,1.339532587,1000,0.022471218,1.518573798,0.001341023,,,,,,,,,,,,,,
627.68927,2.235731342,77205.97074,63119.06377,400670.1713,23.24013486,1.304148877,1000,0.018727943,1.605699224,0.001443017,,,,,,,,,,,,,,
627.79841,2.236168594,77205.70412,63118.71721,372622.3316,27.40780864,1.412377465,1000,0.025993239,1.520427779,0.001241413,,,,,,,,,,,,,,
627.90751,2.236605847,77205.43751,63118.37064,365671.5206,29.99179487,1.560541433,1000,0.024902274,1.592547323,0.00151808,,,,,,,,,,,,,,
628.01655,2.2370431,77205.1709,63118.02408,390887.2111,25.54826139,1.209227048,1000,0.02421183,1.77236792,0.001538357,,,,,,,,,,,,,,
628.12565,2.237480352,77204.90428,63117.67751,392620.7013,24.67477429,1.40621585,1000,0.021713907,1.729568793,0.001413732,,,,,,,,,,,,,,
628.23481,2.237917605,77204.63767,63117.33095,421126.3796,24.86916879,1.078422684,1000,0.022143209,1.578118737,0.00137283,,,,,,,,,,,,,,
628.34382,2.238354857,77204.37105,63116.98439,461892.5276,23.57367713,1.119083406,1000,0.021142775,1.531521132,0.001376686,,,,,,,,,,,,,,
628.45296,2.23879211,77204.10444,63116.63782,420764.4939,22.04711849,1.42619786,1000,0.020456424,1.597419416,0.001483946,,,,,,,,,,,,,,
628.56211,2.239229362,77203.83783,63116.29126,426297.3005,26.79418953,1.37732528,1000,0.020061072,1.548487387,0.001681674,,,,,,,,,,,,,,
628.67126,2.239666615,77203.57121,63115.94469,427590.3595,23.83968967,1.437969374,1000,0.024067944,1.452194283,0.001325006,,,,,,,,,,,,,,
628.7804,2.240103868,77203.3046,63115.59813,510289.186,21.19660203,1.038167585,1000,0.020163185,1.262408641,0.001064727,,,,,,,,,,,,,,
628.88959,2.24054112,77203.03799,63115.25156,407795.1115,28.41713302,1.331165661,1000,0.023477417,1.594436449,0.001332697,,,,,,,,,,,,,,
628.99873,2.240978373,77202.77137,63114.905,412443.9656,25.46631125,1.325099897,1000,0.023011613,1.626360689,0.001457846,,,,,,,,,,,,,,
629.10789,2.241415625,77202.50476,63114.55843,375609.7759,26.65185536,1.642184003,1000,0.025639161,1.722125778,0.001939741,,,,,,,,,,,,,,
629.21704,2.241852878,77202.23814,63114.21187,417766.4087,23.34699615,1.38779778,1000,0.023445015,1.579328521,0.001633015,,,,,,,,,,,,,,
629.32616,2.242290131,77201.97153,63113.8653,417352.9352,24.86271553,1.455580042,1000,0.022409831,1.719847466,0.001302136,,,,,,,,,,,,,,
629.43537,2.242727383,77201.70492,63113.51874,424642.377,24.4505371,1.439262953,1000,0.023259943,1.638569352,0.00179717,,,,,,,,,,,,,,
629.54451,2.243164636,77201.4383,63113.17218,459492.9284,23.67356328,1.080716981,1000,0.021553726,1.632120534,0.001459377,,,,,,,,,,,,,,
629.65366,2.243601888,77201.17169,63112.82561,453414.2808,22.63657082,1.152255981,1000,0.021295057,1.766024245,0.001300452,,,,,,,,,,,,,,
