time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,,,,,,,,,,,,,,
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,,,,,,,,,,,,,,
65.82357,0.013331151,78396.89871,64985.73314,6151.513272,240.0690478,1.646283885,1000,0.373938328,0.007095257,0,,,,,,,,,,,,,,
65.93281,0.013775523,78396.70152,64985.33492,5901.392729,260.4546462,1.378634079,1000,0.55112773,0.007427169,0,,,,,,,,,,,,,,
66.04188,0.014219894,78396.50433,64984.9367,5501.210266,272.5478995,2.235257415,1000,0.562302721,0,0,,,,,,,,,,,,,,
66.15103,0.014664266,78396.30714,64984.53848,5701.299896,255.0284719,2.148357013,1000,0.481571386,0.023147947,0,,,,,,,,,,,,,,
66.26024,0.015108638,78396.10994,64984.14025,5901.392729,247.6401225,1.033973492,1000,0.561431429,0.029709032,0,,,,,,,,,,,,,,
66.36943,0.015553009,78395.91275,64983.74203,5451.188359,280.9725504,1.881739548,1000,0.461169142,0.016220142,0,,,,,,,,,,,,,,
66.47859,0.015997381,78395.71556,64983.34381,6451.664529,224.1768055,1.874992819,1000,0.462332403,0.013468296,0,,,,,,,,,,,,,,
66.58773,0.016441753,78395.51837,64982.94558,6651.769371,227.8842733,1.511211179,1000,0.433606145,0.026052762,0,,,,,,,,,,,,,,
66.69681,0.016886125,78395.32117,64982.54736,6001.440346,249.186014,2.368309155,1000,0.470205821,0.021872416,0,,,,,,,,,,,,,,
66.80596,0.017330496,78395.12398,64982.14914,5901.392729,254.8294332,2.757290217,1000,0.499610471,0.029709032,0,,,,,,,,,,,,,,
66.91506,0.017774868,78394.92679,64981.75092,5851.36922,252.9469398,2.087489454,1000,0.551132175,0.014994684,0,,,,,,,,,,,,,,
67.02406,0.01821924,78394.7296,64981.35269,5701.299896,266.9106302,2.864487475,1000,0.57255434,0,0,,,,,,,,,,,,,,
67.13321,0.018663611,78394.5324,64980.95447,6901.904926,211.9629464,2.322665625,1000,0.416518576,0.012512937,0,,,,,,,,,,,,,,
67.24235,0.019107983,78394.33521,64980.55625,5801.345912,251.8961927,1.756156357,1000,0.545886692,0.022706559,0,,,,,,,,,,,,,,
67.35155,0.019552355,78394.13802,64980.15803,6951.932637,210.0868759,1.728369754,1000,0.4821537,0.006207518,0,,,,,,,,,,,,,,
67.46069,0.019996726,78393.94082,64979.7598,5901.392729,245.4192717,1.378634079,1000,0.494458859,0.022281685,0,,,,,,,,,,,,,,
67.56984,0.020441098,78393.74363,64979.36158,6101.488763,247.0235944,2.325592447,1000,0.516348789,0.021477908,0,,,,,,,,,,,,,,
67.67898,0.02088547,78393.54644,64978.96336,5951.416437,251.236663,2.731732663,1000,0.586852544,0.051509518,0,,,,,,,,,,,,,,
67.78812,0.021329842,78393.34925,64978.56514,4750.902672,318.9480898,1.756609227,1000,0.662843187,0.047318003,0,,,,,,,,,,,,,,
67.89732,0.021774213,78393.15205,64978.16691,7302.132223,203.1206083,2.184897962,1000,0.41630631,0.011770739,0,,,,,,,,,,,,,,
68.00647,0.022218585,78392.95486,64977.76869,6101.488763,243.8722776,1.661130818,1000,0.501451103,0.014318548,0,,,,,,,,,,,,,,
68.11561,0.022662957,78392.75767,64977.37047,5451.188359,280.6868733,1.129039213,1000,0.539920458,0.008110039,0,,,,,,,,,,,,,,
68.22476,0.023107328,78392.56048,64976.97224,5001.0002,315.950568,0.828899325,1000,0.619365361,0.026793691,0,,,,,,,,,,,,,,
68.33396,0.0235517,78392.36328,64976.57402,6401.63882,240.4454495,0.630339861,1000,0.541664995,0.02716727,0,,,,,,,,,,,,,,
68.4431,0.023996072,78392.16609,64976.1758,6751.822992,221.2703797,2.378914877,1000,0.471053141,0.006407959,0,,,,,,,,,,,,,,
68.55224,0.024440443,78391.9689,64975.77758,6101.488763,244.6284768,3.322294858,1000,0.471656267,0.014318548,0,,,,,,,,,,,,,,
68.66139,0.024884815,78391.77171,64975.37935,6151.513272,245.0656423,1.646283885,1000,0.531420062,0.021285942,0,,,,,,,,,,,,,,
68.77054,0.025329187,78391.57451,64974.98113,5451.188359,285.6161054,3.010801342,1000,0.483669068,0.016220142,0,,,,,,,,,,,,,,
68.87974,0.025773559,78391.37732,64974.58291,6701.796081,223.0711099,2.098486278,1000,0.448000887,0.019380479,0,,,,,,,,,,,,,,
68.98889,0.02621793,78391.18013,64974.18469,6101.488763,249.6716905,1.993360968,1000,0.486553596,0.028637325,0,,,,,,,,,,,,,,
69.09804,0.026662302,78390.98294,64973.78646,5701.299896,263.3102494,2.148357013,1000,0.51368231,0,0,,,,,,,,,,,,,,
69.20718,0.027106674,78390.78574,64973.38824,6101.488763,248.0953339,2.325592447,1000,0.570975167,0.021477908,0,,,,,,,,,,,,,,
69.31637,0.027551045,78390.58855,64972.99002,6801.850103,219.3865364,0.884940492,1000,0.379099626,0.019070088,0,,,,,,,,,,,,,,
69.42552,0.027995417,78390.39136,64972.5918,6451.664529,222.2224993,1.562490891,1000,0.457661463,0.033671143,0,,,,,,,,,,,,,,
69.53467,0.028439789,78390.19417,64972.19357,6201.537981,240.9133594,1.305357344,1000,0.512078396,0.014064861,0,,,,,,,,,,,,,,
69.64381,0.02888416,78389.99697,64971.79535,5301.123838,282.9325252,1.941231779,1000,0.644039405,0.016732951,0,,,,,,,,,,,,,,
69.75295,0.029328532,78389.79978,64971.39713,5601.254681,267.4912222,2.190946035,1000,0.572988257,0.031475902,0,,,,,,,,,,,,,,
69.86196,0.029772904,78389.60259,64970.99891,5701.299896,265.7556221,2.506421528,1000,0.486923153,0.03858022,0,,,,,,,,,,,,,,
69.97112,0.030217276,78389.40539,64970.60068,6401.63882,234.4626082,2.206211575,1000,0.470998906,0.020375371,0,,,,,,,,,,,,,,
70.08027,0.030661647,78389.2082,64970.20246,6351.61331,238.0543948,2.861047273,1000,0.460808727,0.034252275,0,,,,,,,,,,,,,,
70.18941,0.031106019,78389.01101,64969.80424,6251.562891,245.9195563,1.293895065,1000,0.483406461,0.020912121,0,,,,,,,,,,,,,,
70.29857,0.031550391,78388.81382,64969.40601,5201.081825,293.5377753,4.362713298,1000,0.533414867,0.034186717,0,,,,,,,,,,,,,,
70.40776,0.031994762,78388.61662,64969.00779,6251.562891,236.8958495,0.646944945,1000,0.454396619,0.020912121,0,,,,,,,,,,,,,, 
70.5169,0.032439134,78388.41943,64968.60957,6151.513272,248.7527133,4.280406589,1000,0.506812212,0.042572394,0,,,,,,,,,,,,,,
70.62604,0.032883506,78388.22224,64968.21135,6001.440346,252.33135,3.044981094,1000,0.480319695,0.021872416,0,,,,,,,,,,,,,,
