File,Interval,total_growth,total_growth_centered,total_time_days,growth_rate,growth_rate_centered,start_date,end_date
G652_sub_peakid.csv,interval 6,1481.1759700000002,2480.6683350000003,16.951810440243058,87.37568032755578,146.33648386670092,2022-04-25 00:07:09.292176719,2022-05-11 22:57:45.714214095
G652_sub_peakid.csv,interval 7,2261.250329999999,3260.699819999998,82.56739495295139,27.386722462159625,39.491373342443616,2022-02-01 10:00:00.000000000,2022-04-24 23:37:02.923935054
G664_sub_peakid.csv,interval 0,140.704578,885.4905264999995,46.19942566403935,3.045591497677891,19.166699883657785,2022-09-09 05:12:49.622626104,2022-10-25 10:00:00.000000000
G664_sub_peakid.csv,interval 1,712.5314159999999,1027.615296,27.966325907025464,25.478191821436358,36.74473720346122,2022-08-12 02:14:14.722511698,2022-09-09 01:25:45.280879438
G664_sub_peakid.csv,interval 2,892.3736940000001,1039.2832230000004,18.808257207094908,47.445847011459215,55.25675300782035,2022-07-24 06:13:05.398308750,2022-08-12 01:36:58.821002584
G664_sub_peakid.csv,interval 3,2236.7587000000003,2455.8873700000004,26.18245210945602,85.42968743527943,93.7989826061034,2022-06-28 01:29:59.943071946,2022-07-24 05:52:43.805329053
G664_sub_peakid.csv,interval 4,1362.032921,1633.1805239999999,26.89398366909722,50.64452101103402,60.72661246822355,2022-06-01 03:42:30.824721824,2022-06-28 01:09:51.013731938
G664_sub_peakid.csv,interval 5,3920.767832999999,4549.4429585,20.179497343599536,194.2946232128807,225.44877511247705,2022-05-11 23:08:13.749468604,2022-06-01 03:26:42.319956338
G664_sub_peakid.csv,interval 6,839.81142,1839.1067750000002,16.94408129486111,49.563703418650526,108.53977521683481,2022-04-25 00:12:45.688061674,2022-05-11 22:52:14.311938327
G664_sub_peakid.csv,interval 7,1087.6005000000005,2086.8512599999995,82.54964101188658,13.175108779012055,25.279955605131068,2022-02-01 10:00:00.000000000,2022-04-24 23:11:28.983427514
G668_sub_peakid.csv,interval 0,801.713176,1436.1625599999998,46.31472110268518,17.31011559418673,31.008770555173125,2022-09-09 02:26:48.096727721,2022-10-25 10:00:00.000000000
G668_sub_peakid.csv,interval 1,241.14495699999998,898.453614,27.89667890574074,8.644217392858753,32.20647221254395,2022-08-12 03:04:23.471271775,2022-09-09 00:35:36.528728225
G668_sub_peakid.csv,interval 2,660.1156350000001,1225.3548735000002,18.80188646115741,35.10901080929965,65.171911128782,2022-07-24 06:17:51.043197550,2022-08-12 01:32:34.033441744
G668_sub_peakid.csv,interval 3,735.5275139999999,891.3374845000003,26.161747676724534,28.114616924250083,34.070257672158554,2022-06-28 01:44:47.501901639,2022-07-24 05:37:42.501171497
G668_sub_peakid.csv,interval 4,867.4945500000003,1240.4396475000012,26.884729042384258,32.26718590439872,46.139190971366155,2022-06-01 03:49:04.038978462,2022-06-28 01:03:04.628240860
G668_sub_peakid.csv,interval 5,527.572247000001,1021.4682780000016,20.15047158179398,26.18163276519366,50.69202841500254,2022-05-11 23:29:09.627666097,2022-06-01 03:05:50.372333907
G668_sub_peakid.csv,interval 6,1463.3266969999995,2151.4653284999995,16.951901738541668,86.32227342806,126.91586830098538,2022-04-25 00:07:09.708571461,2022-05-11 22:57:54.018781716
G668_sub_peakid.csv,interval 7,1158.09217,2111.8498629999995,82.55281994815972,14.02849921695275,25.581801618965496,2022-02-01 10:00:00.000000000,2022-04-24 23:16:03.643521084
G691_int_peakid.csv,interval 0,1823.5294959999999,2344.2933980000003,46.33599758142361,39.35448875996713,50.59335118188633,2022-09-09 01:56:09.808964685,2022-10-25 10:00:00.000000000
G691_int_peakid.csv,interval 1,477.01814399999967,1021.2799524999998,27.96221422050926,17.059383789790306,36.52357229102867,2022-08-12 01:57:31.176084274,2022-09-09 01:03:06.484736771
G691_int_peakid.csv,interval 2,966.498611,1540.447047,18.78853080884259,51.44088278286929,81.98869100903875,2022-07-24 06:12:13.347725762,2022-08-12 01:07:42.409609879
G691_int_peakid.csv,interval 3,171.59336600000006,948.8872709999996,26.06700470519676,6.58278033631501,36.401852906821624,2022-06-28 02:45:30.396735481,2022-07-24 04:21:59.603264532
G691_int_peakid.csv,interval 4,1446.5411449999992,2223.745436499999,26.905801542604166,53.76316861289058,82.64929156556792,2022-06-01 03:11:43.940116930,2022-06-28 00:56:05.193398194
G691_int_peakid.csv,interval 5,3333.943672999998,3883.2346739999984,20.17183134434028,165.2771935323275,192.50779008171406,2022-05-11 22:48:47.410250603,2022-06-01 02:56:13.638402247
G691_int_peakid.csv,interval 6,3140.679839999999,3240.936524999999,16.943172256655092,185.3655143455426,191.28274657816777,2022-04-25 00:03:27.146880236,2022-05-11 22:41:37.229856197
G691_int_peakid.csv,interval 7,622.7298100000007,724.056410000001,82.52443991638889,7.546004682139383,8.773842157954562,2022-02-01 10:00:00.000000000,2022-04-24 22:35:11.608776114
G717_sub_peakid.csv,interval 0,1364.377012,1471.6619149999997,46.32578283306713,29.451785346325845,31.767664246561512,2022-09-09 02:10:52.363222341,2022-10-25 10:00:00.000000000
G717_sub_peakid.csv,interval 1,327.95378100000016,551.4907325000003,27.926332639953703,11.743532000002126,19.74805426871527,2022-08-12 02:43:44.046189852,2022-09-09 00:57:39.186282289
G717_sub_peakid.csv,interval 2,1602.189375,1825.8718434999998,18.81612645707176,85.14979842718058,97.03760482613961,2022-07-24 06:07:14.436260371,2022-08-12 01:42:27.762151981
G717_sub_peakid.csv,interval 3,994.6170010000001,1094.1049245000002,26.17019046128472,38.00572267410137,41.80729697472326,2022-06-28 01:38:42.212830074,2022-07-24 05:43:46.668685734
G717_sub_peakid.csv,interval 4,1646.3924669999997,1909.9453405,26.89745799861111,61.20996516046288,71.00839568551879,2022-06-01 03:40:05.973329715,2022-06-28 01:12:26.344410537
G717_sub_peakid.csv,interval 5,1336.5733759999994,1732.6161989999991,20.1708582509375,66.26259326064513,85.89699939611994,2022-05-11 23:14:34.787863346,2022-06-01 03:20:36.940744936
G717_sub_peakid.csv,interval 6,3983.840865,4223.490088,16.95816727891204,234.92166337774123,249.05345126840615,2022-04-25 00:02:37.958765771,2022-05-11 23:02:23.611664111
G717_sub_peakid.csv,interval 7,403.0394099999994,518.1411799999987,82.4954259608449,4.8855970534814315,6.28084737990111,2022-02-01 10:00:00.000000000,2022-04-24 21:53:24.803017143
G719_int_peakid.csv,interval 0,1209.017329,1504.012377,46.33056426636574,26.095458756967943,32.46263888246785,2022-09-09 02:03:59.247385906,2022-10-25 10:00:00.000000000
G719_int_peakid.csv,interval 1,504.41277700000023,737.4604955000003,27.965451392581016,18.03699750520803,26.370412733464477,2022-08-12 01:55:02.734004872,2022-09-09 01:05:17.734324178
G719_int_peakid.csv,interval 2,1004.5550279999998,1104.1303584999998,18.789146262905092,53.46464463812631,58.76426438171141,2022-07-24 06:11:48.376435613,2022-08-12 01:08:10.613551129
G719_int_peakid.csv,interval 3,2614.6967010000008,3164.1563430000006,26.19446298396991,99.81867933693098,120.79485442921097,2022-06-28 01:13:38.979275669,2022-07-24 05:53:40.581091119
G719_int_peakid.csv,interval 4,2955.718557,3509.9833164999995,26.91389031068287,109.82130501686683,130.4153088231466,2022-06-01 03:05:48.389580639,2022-06-28 01:01:48.512424395
G719_int_peakid.csv,interval 5,3860.1367009999994,4003.7160184999993,20.172559342442128,191.35582329796156,198.47337913520803,2022-05-11 22:48:16.065817875,2022-06-01 02:56:45.193005588
G719_int_peakid.csv,interval 6,585.4224099999992,786.2148399999996,16.922526910416668,34.59426674864037,46.45965961005769,2022-04-25 00:18:16.837469506,2022-05-11 22:26:43.162530494
G719_int_peakid.csv,interval 7,504.53547999999864,728.0763699999989,82.5115100296875,6.114728476287341,8.823937045123017,2022-02-01 10:00:00.000000000,2022-04-24 22:16:34.466565890
G723_sub_peakid.csv,interval 0,500.027222,985.3508659999998,46.30083920329861,10.799528272143641,21.281490421231943,2022-09-09 02:46:47.492834194,2022-10-25 10:00:00.000000000
G723_sub_peakid.csv,interval 1,91.83559100000002,956.2429145000001,27.732057534745373,3.3115318214286704,34.4814990125391,2022-08-12 05:02:55.114498963,2022-09-08 22:37:04.885501038
G723_sub_peakid.csv,interval 2,430.2504679999997,984.1065104999996,18.788006855752315,22.90027203541658,52.379505609914986,2022-07-24 06:27:38.105717755,2022-08-12 01:22:21.898055129
G723_sub_peakid.csv,interval 3,1528.7097000000003,1687.4908010000004,26.17763188023148,58.397555095670576,64.46308087456681,2022-06-28 01:33:22.388736781,2022-07-24 05:49:09.783189762
G723_sub_peakid.csv,interval 4,1992.0442459999995,2174.4868339999994,26.89948994659722,74.05509360789915,80.83747455126269,2022-06-01 03:38:39.615045035,2022-06-28 01:13:55.546431125
G723_sub_peakid.csv,interval 5,1296.311263999999,1873.7017109999983,20.170265981458332,64.26842686118482,92.89424902588854,2022-05-11 23:14:50.276878599,2022-06-01 03:20:01.257676913
G723_sub_peakid.csv,interval 6,4702.232171,5322.621528,16.95865936744213,277.2761731406388,313.85862600781803,2022-04-25 00:02:17.186198039,2022-05-11 23:02:45.355545062
G723_sub_peakid.csv,interval 7,637.5634300000002,878.9961899999998,82.5269746354051,7.725515600404398,10.65101676007519,2022-02-01 10:00:00.000000000,2022-04-24 22:38:50.608499702
G728_int_peakid.csv,interval 0,583.868493,1328.9858729999985,46.31240085762732,12.607173935873398,28.696112669380735,2022-09-09 02:30:08.565900094,2022-10-25 10:00:00.000000000
G728_int_peakid.csv,interval 1,1332.1201310000001,1818.8456715,27.995634817118056,47.583137146276435,64.96890259433798,2022-08-12 01:33:08.236351141,2022-09-09 01:26:51.084551139
G728_int_peakid.csv,interval 2,901.4831910000003,1482.1468360000001,18.78736977193287,47.983469849343074,78.8905979917547,2022-07-24 06:13:09.591718126,2022-08-12 01:06:58.340013389
G728_int_peakid.csv,interval 3,2218.6187720000007,3218.2712100000012,26.192796264074072,84.70339514849924,122.86856193411347,2022-06-28 01:15:02.224158581,2022-07-24 05:52:39.821375110
G728_int_peakid.csv,interval 4,3032.652434999999,3745.823258499999,26.914207254872686,112.67849750435998,139.17642912636174,2022-06-01 03:05:27.324492401,2022-06-28 01:01:54.831313548
G728_int_peakid.csv,interval 5,5022.861580000001,5300.595860000001,20.173600108449072,248.98191463091084,262.7491291343688,2022-05-11 22:47:32.817653670,2022-06-01 02:57:31.867023938
G728_int_peakid.csv,interval 6,3030.809089999999,3434.240359999998,16.943033567997688,178.88231631227166,202.69335749217035,2022-04-25 00:03:29.196575557,2022-05-11 22:41:27.296850889
G728_int_peakid.csv,interval 7,500.291290000001,1178.562149999998,82.51189819307871,6.06326240161527,14.283541838319488,2022-02-01 10:00:00.000000000,2022-04-24 22:17:08.003882837
G730_sub_peakid.csv,interval 0,282.5194,831.8719319999997,46.26741561438658,6.106228243968576,17.97964984543753,2022-09-09 03:34:55.290916773,2022-10-25 10:00:00.000000000
G730_sub_peakid.csv,interval 1,1183.324121,1443.9629040000002,27.9793383903125,42.292784214286904,51.60818614996109,2022-08-12 02:04:36.251603872,2022-09-09 01:34:51.088526941
G730_sub_peakid.csv,interval 2,11.580971999999974,722.3898475000001,17.528016928229167,0.660712050166304,41.21343848867347,2022-07-24 21:34:49.668700132,2022-08-11 10:15:10.331299869
G730_sub_peakid.csv,interval 3,1616.4539510000004,2166.03216,26.17879401724537,61.74669275961131,82.7399519845383,2022-06-28 01:32:35.883242130,2022-07-24 05:50:03.686332751
G730_sub_peakid.csv,interval 4,1702.0378719999999,1802.0947519999995,26.89770027613426,63.27819309928815,66.99809773696373,2022-06-01 03:39:46.497707698,2022-06-28 01:12:27.801565854
G730_sub_peakid.csv,interval 5,1794.6295679999994,1954.7672324999994,20.174370342372686,88.95591473458273,96.8935931742245,2022-05-11 23:11:57.201209282,2022-06-01 03:23:02.798790719
G730_sub_peakid.csv,interval 6,5069.016836000001,5678.642795000001,16.958899765289353,298.9001000156282,334.8473588258815,2022-04-25 00:02:07.310603102,2022-05-11 23:02:56.250324447
G730_sub_peakid.csv,interval 7,517.7224000000006,1517.2119899999998,82.51491442299768,6.274288758829598,18.38712432303194,2022-02-01 10:00:00.000000000,2022-04-24 22:21:28.606147139
G732_sub_peakid.csv,interval 0,1509.0200009999999,2072.9526884999996,46.327003839537035,32.57322675618731,44.74609874793741,2022-09-09 02:09:06.868263303,2022-10-25 10:00:00.000000000
G732_sub_peakid.csv,interval 1,1059.6008529999997,1173.6421959999996,27.9773114378588,37.87357678572901,41.949784867885164,2022-08-12 02:06:13.925990902,2022-09-09 01:33:33.634222842
G732_sub_peakid.csv,interval 2,1188.084456,1295.9530049999998,18.812856281180554,63.152794995223594,68.88656276486877,2022-07-24 06:09:43.809676244,2022-08-12 01:40:14.592370729
G732_sub_peakid.csv,interval 3,1655.9540320000006,1766.2316030000004,26.179247400069446,63.25445520621069,67.46685937943789,2022-06-28 01:32:10.153234746,2022-07-24 05:50:17.128600985
G732_sub_peakid.csv,interval 4,2407.6365700000006,2552.491979000001,26.901964260798614,89.49668309196271,94.88124934875025,2022-06-01 03:36:50.247230752,2022-06-28 01:15:39.959364614
G732_sub_peakid.csv,interval 5,1507.5404479999997,1663.2955300000003,20.17252061025463,74.73237862172003,82.45352983575438,2022-05-11 23:13:15.370824305,2022-06-01 03:21:41.151550539
G732_sub_peakid.csv,interval 6,3397.8463699999993,3960.7137104999993,16.95748180105324,200.37446655487236,233.56732780064058,2022-04-25 00:03:06.805597758,2022-05-11 23:01:53.233209584
G732_sub_peakid.csv,interval 7,2040.5130000000026,3039.962990000002,82.56580343618056,24.71377876892123,36.81866903105653,2022-02-01 10:00:00.000000000,2022-04-24 23:34:45.416886263
G737_sub_peakid.csv,interval 0,1059.4584759999998,1344.8504580000003,46.32148214893518,22.87186045976627,29.032975535540267,2022-09-09 02:17:03.942331467,2022-10-25 10:00:00.000000000
G737_sub_peakid.csv,interval 1,1072.55249,1218.7901165000003,27.977265990671295,38.33657264286048,43.56358898351226,2022-08-12 02:06:35.363345479,2022-09-09 01:33:51.144939690
G737_sub_peakid.csv,interval 2,1993.7973660000002,2234.0321365000004,18.818067088425924,105.95123062486518,118.7174073725162,2022-07-24 06:05:58.849812086,2022-08-12 01:43:59.846252140
G737_sub_peakid.csv,interval 3,1738.8057120000003,1979.4138125,26.179355972175927,66.41896438736103,75.60972143866987,2022-06-28 01:32:11.208411725,2022-07-24 05:50:27.564407987
G737_sub_peakid.csv,interval 4,1696.1880669999991,1797.5697729999997,26.897509382199075,63.06115718366646,66.83034281938541,2022-06-01 03:39:53.034826353,2022-06-28 01:12:17.845448385
G737_sub_peakid.csv,interval 5,5672.499398999998,6222.0739705,20.180904741076386,281.0825119973013,308.3149170133853,2022-05-11 23:07:16.782383674,2022-06-01 03:27:46.952013008
G737_sub_peakid.csv,interval 6,745.5648999999994,1435.74881,16.941903108645832,44.00715168885135,84.74542681496658,2022-04-25 00:14:20.796814751,2022-05-11 22:50:41.225402016
G737_sub_peakid.csv,interval 7,234.4674500000001,615.239520000001,82.42903779934028,2.844476367306045,7.463868758212352,2022-02-01 10:00:00.000000000,2022-04-24 20:17:48.865863748
G753_sub_peakid.csv,interval 0,100.16628399999999,290.75357499999996,46.13879801277778,2.170977318747223,6.301715422224004,2022-09-09 06:40:07.851695940,2022-10-25 10:00:00.000000000
G753_sub_peakid.csv,interval 2,177.8674709999999,914.2556554999999,18.73587731420139,9.493415654743865,48.79705605282833,2022-07-24 07:05:10.100026167,2022-08-12 00:44:49.899973835
G753_sub_peakid.csv,interval 3,1388.813999,2007.1573465,26.17603533943287,53.05669789144203,76.67919608422591,2022-06-28 01:34:22.644063854,2022-07-24 05:47:52.097391379
G753_sub_peakid.csv,interval 4,3008.644452,3245.2110255000002,26.903567243587965,111.83068865029645,120.62381899461472,2022-06-01 03:35:43.684922841,2022-06-28 01:16:51.894769170
G753_sub_peakid.csv,interval 5,1265.279614000001,1861.3285805000005,20.170036484513886,62.73065569174627,92.28186483098769,2022-05-11 23:14:56.156523276,2022-06-01 03:19:47.308785854
G753_sub_peakid.csv,interval 6,5843.845122999999,6437.724357499998,16.95928014037037,344.5809653847947,379.59891600442694,2022-04-25 00:01:49.786215144,2022-05-11 23:03:11.590343773
G753_sub_peakid.csv,interval 7,822.7191600000006,1010.9971000000005,82.5394059755324,9.967592452069301,12.248659752890585,2022-02-01 10:00:00.000000000,2022-04-24 22:56:44.676286482
G767_sub_peakid.csv,interval 0,347.223792,446.7269434999994,46.28132072155093,7.502460746292295,9.652424272585218,2022-09-09 03:14:53.889657323,2022-10-25 10:00:00.000000000
G767_sub_peakid.csv,interval 1,666.1081339999998,774.0870839999998,27.963124557314814,23.820947928573098,27.682424487770913,2022-08-12 02:16:21.702697684,2022-09-09 01:23:15.664449854
G767_sub_peakid.csv,interval 2,974.8935240000001,1532.82504,18.809487018032407,51.82988366803318,81.49212355076462,2022-07-24 06:11:54.532771041,2022-08-12 01:37:34.211129480
G767_sub_peakid.csv,interval 3,1154.2591620000003,1739.7554129999996,26.173086055381944,44.10099594513239,66.47116084510239,2022-06-28 01:36:47.446758053,2022-07-24 05:46:02.081943774
G767_sub_peakid.csv,interval 4,1634.500508,1789.5192584999995,26.897157426076387,60.768522193924355,66.53191005102597,2022-06-01 03:40:13.331222390,2022-06-28 01:12:07.732835442
G767_sub_peakid.csv,interval 5,1304.1542469999995,1545.6681389999994,20.170627280393518,64.65610756030767,76.6296514983665,2022-05-11 23:14:41.349589674,2022-06-01 03:20:23.546615991
G767_sub_peakid.csv,interval 6,3182.663856,3404.6830909999994,16.957162894074074,187.68846391823175,200.78141091572667,2022-04-25 00:03:20.858972433,2022-05-11 23:01:39.733021331
G767_sub_peakid.csv,interval 7,1120.7235500000006,1220.2071099999994,82.55119303649306,13.57610361251311,14.781217146802318,2022-02-01 10:00:00.000000000,2022-04-24 23:13:43.078353257
G770_sub_peakid.csv,interval 0,74.58651699999999,458.6857800000001,46.075475664502314,1.6187899511466852,9.955095924346212,2022-09-09 08:11:18.902586325,2022-10-25 10:00:00.000000000
G770_sub_peakid.csv,interval 1,475.28886200000005,648.6829075,27.949409031631944,17.005327785717704,23.209181516712878,2022-08-12 02:26:33.150974210,2022-09-09 01:13:42.091307696
G770_sub_peakid.csv,interval 2,328.4917619999999,459.7158034999999,18.777040559872685,17.49433095979994,24.482867895723228,2022-07-24 06:35:31.847813198,2022-08-12 01:14:28.152186802
G770_sub_peakid.csv,interval 3,1920.951672,2490.0209245000005,26.18072441512732,73.37274712269104,95.10893911939493,2022-06-28 01:31:17.112116101,2022-07-24 05:51:31.701583183
G770_sub_peakid.csv,interval 4,2414.8902290000005,3010.3177870000004,26.901837319988424,89.76673973140507,111.90008144028491,2022-06-01 03:36:56.526264760,2022-06-28 01:15:35.270712612
G770_sub_peakid.csv,interval 5,3012.532026,3608.0274425000002,20.178143578842594,149.29678809297067,178.80869111681454,2022-05-11 23:09:17.952083845,2022-06-01 03:25:49.557296727
G770_sub_peakid.csv,interval 6,2971.01216,3743.516302000001,16.95681726957176,175.21048394685167,220.7676265237328,2022-04-25 00:03:33.674337042,2022-05-11 23:01:22.686428676
G770_sub_peakid.csv,interval 7,500.932499999999,1046.2287899999992,82.51060715090277,6.071128516650579,12.679930812853703,2022-02-01 10:00:00.000000000,2022-04-24 22:15:16.457838871
G779_int_peakid.csv,interval 0,1589.1905719999997,1910.2586805000017,46.3347100269213,34.298058001801486,41.22737963375852,2022-09-09 01:58:01.053673595,2022-10-25 10:00:00.000000000
G779_int_peakid.csv,interval 1,244.66927699999997,517.744962,27.913480720555555,8.765272932079192,18.548204976054144,2022-08-12 02:32:17.637800289,2022-09-09 00:27:42.372056796
G779_int_peakid.csv,interval 2,1448.1653500000002,1590.9128135000003,18.794268718483796,77.05356200296093,84.6488276468756,2022-07-24 06:08:09.557557359,2022-08-12 01:11:54.374834501
G779_int_peakid.csv,interval 3,2764.4591379999983,2972.4364834999983,26.19477784361111,105.53474263093429,113.47439177557193,2022-06-28 01:13:33.756062156,2022-07-24 05:54:02.561751138
G779_int_peakid.csv,interval 4,3977.289052,4177.2436905,26.91604461122685,147.76647570055846,155.19530268417097,2022-06-01 03:04:09.669621104,2022-06-28 01:03:15.924031673
G779_int_peakid.csv,interval 5,4805.6993999999995,4951.18428,20.173453353819443,238.21897598361045,245.43067531184946,2022-05-11 22:47:38.760954470,2022-06-01 02:57:25.130725428
G779_int_peakid.csv,interval 6,428.26987999999983,586.5260500000022,16.913435002037037,25.321283343591613,34.67811535204774,2022-04-25 00:24:49.607911576,2022-05-11 22:20:10.392088418
G779_int_peakid.csv,interval 7,118.41502000000037,313.90349000000424,82.28303141481481,1.4391183451060858,3.8149237406861856,2022-02-01 10:00:00.000000000,2022-04-24 16:47:33.914240629
G781_sub_peakid.csv,interval 0,925.757332,1143.090658,46.318512277083336,19.98676741735572,24.678915660371036,2022-09-09 02:21:20.539259559,2022-10-25 10:00:00.000000000
G781_sub_peakid.csv,interval 1,812.3693330000001,912.0267580000002,27.970469141631945,29.043822214295623,32.606773714871906,2022-08-12 02:11:10.742828809,2022-09-09 01:28:39.276666634
G781_sub_peakid.csv,interval 2,2236.1784749999997,2464.257963,18.819160055243053,118.82456328740327,130.94409929913175,2022-07-24 06:05:13.969265007,2022-08-12 01:44:49.398038765
G781_sub_peakid.csv,interval 3,1709.799175,1980.4073550000003,26.179221296666668,65.31130760630013,75.64806197089446,2022-06-28 01:32:18.407805761,2022-07-24 05:50:23.127838336
G781_sub_peakid.csv,interval 4,1593.8033329999998,2185.768841999999,26.896697801388886,59.25646875943631,81.26532328021067,2022-06-01 03:40:26.778516805,2022-06-28 01:11:41.468556860
G781_sub_peakid.csv,interval 5,2373.4736680000005,3170.003711,20.176546595127313,117.6352780100238,157.11329468867402,2022-05-11 23:10:20.171709007,2022-06-01 03:24:33.797528691
G781_sub_peakid.csv,interval 6,3935.370279999999,4399.669164999999,16.95802188091435,232.06540878621686,259.44471565705845,2022-04-25 00:02:42.278248177,2022-05-11 23:02:15.368760042
G781_sub_peakid.csv,interval 7,315.52092000000266,650.4024800000025,82.46734567079861,3.8260103733607553,7.8867880942396775,2022-02-01 10:00:00.000000000,2022-04-24 21:12:58.665957899
