specimen,category,element,mean,std,se,cl95,N,growth_rate,start_date,end_date
B255,interval 7,88Sr/43Ca,1.857566216408778,0.47819367959469683,0.014028161840257283,0.027523385115844214,1162,10.122998730533945,2022-02-01 10:00:00.000000000,2022-04-24 22:16:25.323126338
B255,interval 7,138Ba/43Ca,0.021415674158347674,0.11433789888916074,0.0033541860098435065,0.006580944413841072,1162,10.122998730533945,2022-02-01 10:00:00.000000000,2022-04-24 22:16:25.323126338
B323,peak 1,Ca43,342141.6728475113,64998.91414671164,2524.3486504397047,4956.694700930637,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 1,23Na/43Ca,22.64410817953243,3.7581215232099385,0.1459533458342144,0.2865872650964966,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 1,25Mg/43Ca,0.9112441656907994,0.16460967547009933,0.006392910059764209,0.012552823640759719,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 1,43Ca/43Ca,1000.0,0.0,0.0,0.0,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 1,55Mn/43Ca,0.02374614975113122,0.003878959827843965,0.00015064631671270957,0.0002958021664854181,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 1,88Sr/43Ca,1.6624654875897438,0.31608758726892944,0.012275824678271671,0.024104243731048792,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 1,138Ba/43Ca,0.001338176532428356,0.000325329373523907,1.2634745915136444e-05,2.480900493450189e-05,663,,2022-09-09 01:40:00.000000000,2022-09-09 01:40:00.000000000
B323,peak 2,Ca43,390783.72390694084,47691.80229480309,2418.070363554742,4754.160592902394,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 2,23Na/43Ca,22.36766814658098,3.6844328660006704,0.18680816180339876,0.36728294373231407,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 2,25Mg/43Ca,1.3795516513161954,0.24170975887144286,0.012255171253460637,0.024094853942472457,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 2,43Ca/43Ca,1000.0,0.0,0.0,0.0,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 2,55Mn/43Ca,0.014980914156812339,0.0025144545256496607,0.00012748790518327894,0.00025065357238116627,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 2,88Sr/43Ca,1.9631784385398454,0.3852602070994288,0.019533467896339172,0.03840469025019642,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 2,138Ba/43Ca,0.0013151387557840618,0.000291950006213436,1.4802452910051992e-05,2.910305645523428e-05,389,,2022-08-12 01:20:00.000000000,2022-08-12 01:20:00.000000000
B323,peak 3,Ca43,448549.5502808081,70965.0664527527,1487.1785007604547,2916.367194526173,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
B323,peak 3,23Na/43Ca,22.170771718871322,3.816310888241322,0.07997646995778128,0.1568344036708545,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
B323,peak 3,25Mg/43Ca,1.1605100607768994,0.23766756085636764,0.004980677176834471,0.009767141952104482,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
B323,peak 3,43Ca/43Ca,1000.0,0.0,0.0,0.0,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
B323,peak 3,55Mn/43Ca,0.020885203980237153,0.00325742743174771,6.826423600276396e-05,0.00013386663291330112,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
B323,peak 3,88Sr/43Ca,1.8644651318664913,0.3701385787057351,0.0077568043555583605,0.015211146305127965,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
