NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.												
Intervals of 60 minutes 													
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC													
ET = excel decimal time 													
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
T_std = standard deviation of temperature within the interval 													
T_N = number of data points for temperature within the interval 													
T_max = maximum temperature within the interval 													
T_min = minimum temperature within the interval 													
T_flag = quality flag 													
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
S_std = standard deviation of salinity within the interval 													
S_N = number of data points for salinity within the interval 													
S_max = maximum salinity within the interval 													
S_min = minimum salinity within the interval 													
S_flag = quality flag 													
Quality flags:  -1=No flag available, 0=uncalibrated data, 1=OK, 1-2 : includes corrected data, 4-5 : includes missing data, fraction indicates how much missing or corrected data was incorporated (low end: none, high end: all), 9=missing 
Temperature in [degrees Celsius], Salinity in [PSU]												
													
TM 	ET 	T 	T_std 	T_N 	T_max 	T_min 	T_flag 	S 	S_std 	S_N 	S_max 	S_min 	S_flag 
202207211900	44763.79167	20.313	0.023	6	20.358	20.3	1	31.486	0.084	6	31.566	31.336	1
202207212000	44763.83333	20.478	0.075	6	20.561	20.374	1	31.151	0.114	6	31.346	31.056	1
202207212100	44763.875	21.114	0.187	6	21.284	20.735	1	30.961	0.047	6	31.026	30.896	1
202207212200	44763.91667	20.928	0.081	6	21.103	20.88	1	30.911	0.008	6	30.916	30.896	1
202207212300	44763.95833	20.721	0.103	6	20.816	20.585	1	30.985	0.046	6	31.055	30.955	1
202207220000	44764	20.563	0.04	6	20.573	20.467	1	31.06	0.064	6	31.215	31.055	1
202207220100	44764.04167	20.422	0.024	6	20.447	20.387	1	31.265	0.037	6	31.305	31.215	1
202207220200	44764.08333	20.386	0.015	6	20.412	20.366	1	31.3	0.019	6	31.315	31.265	1
202207220300	44764.125	20.44	0.039	6	20.474	20.365	1	31.2	0.048	6	31.285	31.155	1
202207220400	44764.16667	20.533	0.017	6	20.555	20.502	1	31.084	0.023	6	31.124	31.064	1
202207220500	44764.20833	20.505	0.041	6	20.529	20.43	1	31.064	0.018	6	31.104	31.054	1
202207220600	44764.25	20.271	0.084	6	20.432	20.222	1	31.044	0.067	6	31.094	30.914	1
202207220700	44764.29167	20.317	0.095	6	20.406	20.144	1	31.009	0.032	6	31.074	30.984	1
202207220800	44764.33333	20.667	0.198	6	20.844	20.348	1	30.979	0.027	6	31.034	30.954	1
202207220900	44764.375	21.078	0.109	6	21.183	20.9	1	30.958	0.019	6	30.993	30.943	1
202207221000	44764.41667	21.13	0.005	6	21.133	21.119	1	30.923	0	6	30.923	30.923	1
202207221100	44764.45833	20.936	0.111	6	21.077	20.801	1	30.928	0.025	6	30.963	30.893	1
202207221200	44764.5	20.877	0.145	6	20.933	20.538	1	30.938	0.096	6	31.143	30.863	1
202207221300	44764.54167	20.336	0.019	6	20.343	20.292	1	31.372	0.028	6	31.392	31.312	1
202207221400	44764.58333	20.05	0.059	6	20.158	19.996	1	31.642	0.064	6	31.712	31.532	1
202207221500	44764.625	19.985	0.021	6	20.026	19.966	1	31.727	0.019	6	31.742	31.692	1
202207221600	44764.66667	20.183	0.096	6	20.264	20.042	1	31.532	0.096	6	31.682	31.462	1
202207221700	44764.70833	20.272	0.013	6	20.281	20.25	1	31.452	0.012	6	31.472	31.442	1
202207221800	44764.75	20.32	0.073	6	20.466	20.296	1	31.431	0.098	6	31.481	31.251	1
202207221900	44764.79167	20.429	0.033	6	20.469	20.384	1	31.251	0.029	6	31.311	31.241	1
202207222000	44764.83333	20.597	0.045	6	20.626	20.498	1	31.051	0.059	6	31.181	31.031	1
202207222100	44764.875	20.84	0.146	6	20.956	20.617	1	30.921	0.051	6	31.021	30.901	1
202207222200	44764.91667	20.985	0.065	6	21.025	20.882	1	30.865	0.015	6	30.89	30.85	1
202207222300	44764.95833	20.864	0.027	6	20.873	20.814	1	30.845	0.012	6	30.86	30.83	1
202207230000	44765	20.768	0.027	6	20.777	20.706	1	30.86	0.016	6	30.9	30.86	1
202207230100	44765.04167	20.578	0.026	6	20.636	20.567	1	30.835	0.015	6	30.85	30.81	1
202207230200	44765.08333	20.468	0.051	6	20.517	20.387	1	30.98	0.063	6	31.08	30.91	1
202207230300	44765.125	20.384	0.049	6	20.435	20.303	1	31.054	0.048	6	31.139	31.009	1
202207230400	44765.16667	20.344	0.045	6	20.395	20.279	1	31.074	0.07	6	31.159	30.989	1
202207230500	44765.20833	20.44	0.032	6	20.468	20.391	1	30.949	0.029	6	30.999	30.929	1
202207230600	44765.25	20.456	0.018	6	20.469	20.42	1	30.929	0.006	6	30.939	30.919	1
202207230700	44765.29167	20.458	0.041	6	20.497	20.394	1	30.969	0.018	6	30.989	30.939	1
202207230800	44765.33333	20.495	0.048	6	20.516	20.385	1	30.913	0.033	6	30.968	30.888	1
202207230900	44765.375	20.802	0.136	6	20.942	20.574	1	30.878	0.02	6	30.918	30.868	1
202207231000	44765.41667	20.967	0.052	6	20.987	20.856	1	30.883	0.016	6	30.908	30.868	1
202207231100	44765.45833	21.092	0.034	6	21.11	21.026	1	30.878	0.014	6	30.888	30.858	1
202207231200	44765.5	21.149	0.02	6	21.177	21.132	1	30.847	0.014	6	30.877	30.837	1
202207231300	44765.54167	21.173	0.035	6	21.189	21.1	1	30.867	0.011	6	30.877	30.847	1
202207231400	44765.58333	21.21	0.08	6	21.225	21.017	1	30.877	0.052	6	31.007	30.877	1
202207231500	44765.625	20.544	0.126	6	20.833	20.493	1	31.357	0.114	6	31.407	31.107	1
202207231600	44765.66667	20.437	0.08	6	20.535	20.334	1	31.532	0.079	6	31.597	31.417	1
202207231700	44765.70833	20.663	0.186	6	20.759	20.288	1	31.316	0.151	6	31.616	31.266	1
202207231800	44765.75	20.794	0.021	6	20.812	20.755	1	31.151	0.026	6	31.196	31.136	1
202207231900	44765.79167	20.797	0.012	6	20.816	20.781	1	31.186	0.011	6	31.196	31.166	1
202207232000	44765.83333	21.208	0.132	6	21.304	20.955	1	31.081	0.033	6	31.136	31.046	1
202207232100	44765.875	21.357	0.103	6	21.505	21.268	1	30.981	0.022	6	31.016	30.956	1
202207232200	44765.91667	21.139	0.044	6	21.186	21.078	1	30.935	0.014	6	30.955	30.925	1
202207232300	44765.95833	21.07	0.049	6	21.142	21.029	1	30.9	0.014	6	30.925	30.885	1
202207240000	44766	20.988	0.022	6	21.018	20.956	1	30.895	0.01	6	30.905	30.875	1
202207240100	44766.04167	20.915	0.046	6	20.946	20.84	1	30.895	0.051	6	30.905	30.785	1
202207240200	44766.08333	20.798	0.021	6	20.829	20.774	1	30.779	0.014	6	30.794	30.754	1
202207240300	44766.125	20.628	0.127	6	20.744	20.444	1	30.924	0.182	6	31.224	30.804	1
202207240400	44766.16667	20.388	0.084	6	20.439	20.228	1	31.314	0.161	6	31.604	31.174	1
202207240500	44766.20833	20.358	0.035	6	20.415	20.316	1	31.324	0.044	6	31.364	31.244	1
202207240600	44766.25	20.554	0.043	6	20.566	20.456	1	31.049	0.055	6	31.174	31.034	1
202207240700	44766.29167	20.559	0.035	6	20.601	20.502	1	31.038	0.024	6	31.083	31.023	1
202207240800	44766.33333	20.625	0.034	6	20.672	20.59	1	30.993	0.027	6	31.053	30.983	1
202207240900	44766.375	20.782	0.064	6	20.876	20.713	1	30.953	0.034	6	31.003	30.903	1
202207241000	44766.41667	20.971	0.057	6	21.006	20.851	1	30.893	0.044	6	30.983	30.873	1
202207241100	44766.45833	21.057	0.031	6	21.081	20.999	1	30.817	0.044	6	30.902	30.792	1
202207241200	44766.5	21.088	0.047	6	21.169	21.034	1	30.817	0.044	6	30.922	30.812	1
202207241300	44766.54167	21.164	0.029	6	21.187	21.114	1	30.902	0.011	6	30.912	30.892	1
202207241400	44766.58333	21.194	0.034	6	21.265	21.181	1	30.942	0.014	6	30.952	30.912	1
202207241500	44766.625	21.294	0.051	6	21.359	21.227	1	30.952	0	6	30.952	30.952	1
202207241600	44766.66667	21.31	0.353	6	21.368	20.453	1	30.951	0.259	6	31.591	30.951	1
202207241700	44766.70833	20.578	0.291	6	21.211	20.372	1	31.566	0.208	6	31.701	31.111	1
202207241800	44766.75	20.501	0.048	6	20.565	20.428	1	31.586	0.046	6	31.681	31.551	1
202207241900	44766.79167	20.463	0.083	6	20.619	20.401	1	31.531	0.049	6	31.571	31.451	1
202207242000	44766.83333	20.883	0.223	6	21.258	20.693	1	31.326	0.078	6	31.421	31.231	1
202207242100	44766.875	21.539	0.106	6	21.636	21.364	1	31.195	0.024	6	31.23	31.16	1
202207242200	44766.91667	21.433	0.047	6	21.529	21.385	1	31.135	0.049	6	31.21	31.07	1
202207242300	44766.95833	21.054	0.092	6	21.25	21.047	1	30.97	0.068	6	31.06	30.89	1
202207250000	44767	21.005	0.058	6	21.051	20.925	1	30.905	0.127	6	30.92	30.6	1
202207250100	44767.04167	20.914	0.008	6	20.928	20.903	1	30.909	0.021	6	30.959	30.899	1
202207250200	44767.08333	20.777	0.039	6	20.866	20.76	1	31.079	0.048	6	31.099	30.979	1
202207250300	44767.125	20.779	0.008	6	20.793	20.773	1	31.084	0.015	6	31.089	31.059	1
202207250400	44767.16667	20.707	0.08	6	20.795	20.577	1	31.199	0.105	6	31.379	31.079	1
202207250500	44767.20833	20.458	0.075	6	20.562	20.38	1	31.554	0.178	6	31.759	31.339	1
202207250600	44767.25	20.327	0.047	6	20.415	20.298	1	31.783	0.067	6	31.818	31.638	1
202207250700	44767.29167	20.353	0.011	6	20.37	20.338	1	31.733	0.014	6	31.758	31.718	1
202207250800	44767.33333	20.39	0.041	6	20.481	20.374	1	31.653	0.051	6	31.708	31.578	1
202207250900	44767.375	20.622	0.055	6	20.707	20.54	1	31.363	0.081	6	31.538	31.308	1
202207251000	44767.41667	20.851	0.033	6	20.875	20.794	1	31.173	0.045	6	31.238	31.128	1
202207251100	44767.45833	20.883	0.024	6	20.907	20.841	1	31.207	0.024	6	31.237	31.177	1
202207251200	44767.5	20.98	0.017	6	20.99	20.945	1	31.127	0.024	6	31.157	31.087	1
202207251300	44767.54167	20.944	0.033	6	21.004	20.919	1	31.122	0.008	6	31.127	31.107	1
202207251400	44767.58333	20.993	0.044	6	21.02	20.913	1	31.237	0.094	6	31.407	31.197	1
202207251500	44767.625	20.903	0.027	6	20.941	20.87	1	31.376	0.011	6	31.396	31.366	1
202207251600	44767.66667	20.951	0.026	6	20.96	20.89	1	31.371	0.034	6	31.446	31.356	1
202207251700	44767.70833	20.909	0.025	6	20.942	20.883	1	31.466	0.018	6	31.496	31.456	1
202207251800	44767.75	20.89	0.064	6	20.92	20.754	1	31.486	0.072	6	31.656	31.466	1
202207251900	44767.79167	20.617	0.075	6	20.707	20.521	1	31.856	0.065	6	31.886	31.736	1
202207252000	44767.83333	20.493	0.012	6	20.512	20.485	1	31.875	0.013	6	31.875	31.845	1
202207252100	44767.875	20.497	0.018	6	20.516	20.473	1	31.82	0.022	6	31.845	31.785	1
202207252200	44767.91667	20.674	0.032	6	20.702	20.623	1	31.605	0.041	6	31.695	31.585	1
202207252300	44767.95833	20.698	0.068	6	20.829	20.62	1	31.51	0.056	6	31.565	31.405	1
202207260000	44768	20.593	0.038	6	20.625	20.515	1	31.389	0.091	6	31.544	31.314	1
202207260100	44768.04167	20.575	0.067	6	20.638	20.494	1	31.384	0.094	6	31.494	31.294	1
202207260200	44768.08333	20.424	0.059	6	20.487	20.347	1	31.554	0.13	6	31.764	31.474	1
202207260300	44768.125	20.311	0.024	6	20.356	20.292	1	31.769	0.005	6	31.774	31.764	1
202207260400	44768.16667	20.282	0.012	6	20.304	20.273	1	31.759	0.01	6	31.764	31.744	1
202207260500	44768.20833	20.249	0.033	6	20.264	20.181	1	31.868	0.091	6	31.973	31.753	1
202207260600	44768.25	20.167	0.016	6	20.189	20.143	1	31.968	0.027	6	32.023	31.943	1
202207260700	44768.29167	20.167	0.005	6	20.172	20.16	1	31.968	0.005	6	31.973	31.963	1
202207260800	44768.33333	20.176	0.01	6	20.194	20.165	1	31.953	0.012	6	31.973	31.943	1
202207260900	44768.375	20.223	0.032	6	20.268	20.19	1	31.938	0.03	6	31.953	31.883	1
202207261000	44768.41667	20.323	0.035	6	20.387	20.289	1	31.847	0.038	6	31.902	31.812	1
202207261100	44768.45833	20.491	0.057	6	20.567	20.419	1	31.847	0.06	6	31.882	31.712	1
202207261200	44768.5	20.514	0.093	6	20.621	20.378	1	31.712	0.044	6	31.782	31.652	1
202207261300	44768.54167	20.52	0.03	6	20.584	20.506	1	31.482	0.107	6	31.662	31.412	1
202207261400	44768.58333	20.635	0.038	6	20.663	20.556	1	31.176	0.077	6	31.341	31.111	1
202207261500	44768.625	20.609	0.022	6	20.642	20.591	1	31.306	0.075	6	31.381	31.211	1
202207261600	44768.66667	20.536	0.023	6	20.589	20.528	1	31.611	0.082	6	31.651	31.421	1
202207261700	44768.70833	20.531	0.046	6	20.554	20.438	1	31.621	0.091	6	31.831	31.601	1
202207261800	44768.75	20.409	0.019	6	20.439	20.391	1	31.826	0.037	6	31.911	31.811	1
202207261900	44768.79167	20.415	0.01	6	20.419	20.393	1	31.85	0.012	6	31.86	31.83	1
202207262000	44768.83333	20.382	0.01	6	20.404	20.376	1	31.865	0.022	6	31.9	31.84	1
202207262100	44768.875	20.351	0.006	6	20.361	20.343	1	31.77	0.04	6	31.79	31.69	1
202207262200	44768.91667	20.312	0.051	6	20.359	20.242	1	31.7	0.024	6	31.74	31.68	1
202207262300	44768.95833	20.135	0.079	6	20.248	20.049	1	31.675	0.068	6	31.71	31.53	1
202207270000	44769	19.956	0.07	6	20.072	19.912	1	31.424	0.019	6	31.449	31.399	1
202207270100	44769.04167	20.215	0.05	6	20.269	20.139	1	31.269	0.075	6	31.379	31.179	1
202207270200	44769.08333	20.371	0.028	6	20.387	20.319	1	31.069	0.043	6	31.119	31.009	1
202207270300	44769.125	20.307	0.036	6	20.35	20.254	1	31.154	0.088	6	31.329	31.109	1
202207270400	44769.16667	20.158	0.025	6	20.174	20.106	1	31.373	0.015	6	31.398	31.368	1
202207270500	44769.20833	20.104	0.02	6	20.144	20.092	1	31.368	0.048	6	31.468	31.358	1
202207270600	44769.25	19.991	0.063	6	20.046	19.863	1	31.823	0.102	6	31.998	31.688	1
202207270700	44769.29167	19.899	0.028	6	19.918	19.839	1	31.928	0.053	6	32.048	31.908	1
202207270800	44769.33333	19.966	0.202	3	19.99	19.629	4.5	31.788	0.032	3	31.798	31.738	4.5
202207270900	44769.375	20.001	0.029	6	20.033	19.955	1	31.807	0.006	6	31.817	31.797	1
202207271000	44769.41667	20.115	0.042	6	20.169	20.056	1	31.787	0.008	6	31.797	31.777	1
202207271100	44769.45833	20.195	0.045	5	20.287	20.182	4.167	31.757	0.005	5	31.757	31.747	4.167
202207271200	44769.5	20.423	0.117	6	20.603	20.244	1	31.722	0.118	6	31.777	31.457	1
202207271300	44769.54167	20.39	0.035	6	20.438	20.339	1	31.387	0.078	6	31.517	31.327	1
202207271400	44769.58333	20.391	0.025	6	20.406	20.338	1	31.132	0.062	6	31.267	31.087	1
202207271500	44769.625	20.423	0.023	6	20.467	20.413	1	31.087	0.03	6	31.127	31.057	1
202207271600	44769.66667	20.503	0.014	6	20.509	20.478	1	31.177	0.02	6	31.197	31.147	1
202207271700	44769.70833	20.526	0.005	6	20.536	20.521	1	31.277	0.027	6	31.287	31.217	1
202207271800	44769.75	20.5	0.022	6	20.534	20.478	1	31.297	0.078	6	31.457	31.257	1
202207271900	44769.79167	20.435	0.011	6	20.45	20.418	1	31.477	0.05	6	31.527	31.397	1
202207272000	44769.83333	20.36	0.024	6	20.398	20.33	1	31.517	0.033	6	31.567	31.487	1
202207272100	44769.875	20.34	0.014	6	20.363	20.324	1	31.457	0.04	6	31.477	31.377	1
202207272200	44769.91667	20.326	0.018	6	20.352	20.307	1	31.342	0.023	6	31.347	31.297	1
202207272300	44769.95833	20.221	0.086	6	20.313	20.132	1	31.297	0.006	6	31.307	31.287	1
202207280000	44770	20.038	0.049	6	20.14	20.009	1	31.342	0.037	6	31.387	31.297	1
202207280100	44770.04167	19.966	0.02	6	19.987	19.929	1	31.247	0.033	6	31.287	31.197	1
202207280200	44770.08333	20.029	0.025	6	20.051	19.989	1	31.162	0.012	6	31.177	31.147	1
202207280300	44770.125	20.058	0.009	6	20.073	20.049	1	31.137	0.005	6	31.147	31.137	1
202207280400	44770.16667	20.072	0.014	6	20.082	20.046	1	31.157	0.005	6	31.167	31.157	1
202207280500	44770.20833	20.045	0.011	6	20.065	20.033	1	31.142	0.013	6	31.167	31.137	1
202207280600	44770.25	20.046	0.034	6	20.081	19.998	1	31.227	0.136	6	31.427	31.137	1
202207280700	44770.29167	20.046	0.039	6	20.079	19.975	1	31.497	0.145	6	31.707	31.297	1
202207280800	44770.33333	19.986	0.037	6	20.06	19.969	1	31.647	0.055	6	31.677	31.537	1
202207280900	44770.375	20.055	0.009	6	20.072	20.048	1	31.547	0.045	6	31.597	31.497	1
202207281000	44770.41667	20.164	0.048	6	20.238	20.102	1	31.552	0.028	6	31.577	31.497	1
202207281100	44770.45833	20.353	0.035	6	20.376	20.285	1	31.577	0.005	6	31.587	31.577	1
202207281200	44770.5	20.393	0.032	6	20.43	20.339	1	31.542	0.053	6	31.577	31.427	1
202207281300	44770.54167	20.235	0.049	6	20.307	20.189	1	31.382	0.047	6	31.437	31.307	1
202207281400	44770.58333	20.252	0.037	6	20.308	20.194	1	31.287	0.031	6	31.307	31.227	1
202207281500	44770.625	20.175	0.033	6	20.254	20.168	1	31.227	0.023	6	31.277	31.217	1
202207281600	44770.66667	20.221	0.03	6	20.262	20.182	1	31.187	0.025	6	31.227	31.157	1
202207281700	44770.70833	20.266	0.011	6	20.277	20.252	1	31.137	0.008	6	31.157	31.137	1
202207281800	44770.75	20.219	0.023	6	20.249	20.178	1	31.092	0.015	6	31.127	31.087	1
202207281900	44770.79167	20.219	0.008	6	20.224	20.204	1	31.102	0.054	6	31.217	31.087	1
202207282000	44770.83333	20.18	0.022	6	20.215	20.166	1	31.187	0.048	6	31.287	31.167	1
202207282100	44770.875	20.114	0.044	6	20.203	20.085	1	31.192	0.043	6	31.287	31.177	1
202207282200	44770.91667	20.088	0.013	6	20.095	20.061	1	31.147	0.024	6	31.187	31.127	1
202207282300	44770.95833	20.028	0.049	6	20.064	19.923	1	31.127	0.008	6	31.127	31.107	1
202207290000	44771	19.807	0.086	6	19.917	19.682	1	31.117	0.005	6	31.127	31.117	1
202207290100	44771.04167	19.662	0.069	6	19.702	19.512	1	31.127	0.013	6	31.127	31.097	1
202207290200	44771.08333	19.531	0.049	6	19.568	19.433	1	31.102	0.039	6	31.197	31.097	1
202207290300	44771.125	19.665	0.049	6	19.739	19.586	1	31.342	0.061	6	31.397	31.227	1
202207290400	44771.16667	19.749	0.01	6	19.756	19.73	1	31.272	0.03	6	31.317	31.227	1
202207290500	44771.20833	19.744	0.038	6	19.795	19.698	1	31.167	0.005	6	31.177	31.167	1
202207290600	44771.25	19.762	0.038	6	19.809	19.711	1	31.092	0.029	6	31.157	31.077	1
202207290700	44771.29167	19.751	0.032	6	19.78	19.703	1	31.097	0.019	6	31.137	31.087	1
202207290800	44771.33333	19.734	0.012	6	19.748	19.713	1	31.487	0.094	6	31.537	31.297	1
202207290900	44771.375	19.761	0.02	6	19.784	19.739	1	31.467	0.049	6	31.517	31.397	1
202207291000	44771.41667	19.84	0.037	6	19.895	19.797	1	31.417	0.028	6	31.457	31.377	1
202207291100	44771.45833	20.006	0.066	6	20.096	19.92	1	31.377	0.008	6	31.387	31.367	1
202207291200	44771.5	20.295	0.121	6	20.463	20.146	1	31.421	0.032	6	31.456	31.376	1
202207291300	44771.54167	20.532	0.124	6	20.778	20.468	1	31.406	0.013	6	31.426	31.386	1
202207291400	44771.58333	20.387	0.086	6	20.528	20.282	1	31.326	0.01	6	31.336	31.306	1
202207291500	44771.625	20.221	0.057	6	20.309	20.145	1	31.286	0.023	6	31.316	31.246	1
202207291600	44771.66667	20.003	0.034	6	20.033	19.944	1	31.426	0.031	6	31.476	31.396	1
202207291700	44771.70833	20.082	0.046	6	20.151	20.048	1	31.336	0.022	6	31.386	31.326	1
202207291800	44771.75	20.21	0.026	6	20.216	20.159	1	31.221	0.043	6	31.296	31.196	1
202207291900	44771.79167	20.22	0.041	6	20.228	20.128	1	31.216	0.018	6	31.226	31.176	1
202207292000	44771.83333	20.167	0.015	6	20.179	20.138	1	31.196	0.049	6	31.256	31.126	1
202207292100	44771.875	20.171	0.018	6	20.202	20.157	1	31.291	0.034	6	31.326	31.236	1
202207292200	44771.91667	20.139	0.009	6	20.155	20.132	1	31.291	0.005	6	31.296	31.286	1
202207292300	44771.95833	20.092	0.032	6	20.127	20.039	1	31.256	0.004	6	31.266	31.256	1
202207300000	44772	20.018	0.032	6	20.027	19.951	1	31.251	0.034	6	31.266	31.186	1
202207300100	44772.04167	19.961	0.021	6	19.983	19.924	1	31.281	0.047	6	31.326	31.186	1
202207300200	44772.08333	19.919	0.02	6	19.947	19.897	1	31.296	0.035	6	31.326	31.226	1
202207300300	44772.125	19.815	0.079	6	19.89	19.703	1	31.271	0.113	6	31.476	31.196	1
202207300400	44772.16667	19.685	0.011	6	19.708	19.68	1	31.511	0.031	6	31.536	31.456	1
202207300500	44772.20833	19.757	0.022	6	19.793	19.725	1	31.396	0.035	6	31.436	31.346	1
202207300600	44772.25	19.821	0.019	6	19.839	19.784	1	31.201	0.052	6	31.316	31.176	1
202207300700	44772.29167	19.854	0.011	6	19.859	19.834	1	31.166	0.008	6	31.176	31.156	1
202207300800	44772.33333	19.866	0.006	6	19.877	19.86	1	31.276	0.102	6	31.406	31.166	1
202207300900	44772.375	19.874	0.02	6	19.899	19.855	1	31.491	0.027	6	31.516	31.436	1
202207301000	44772.41667	19.932	0.035	6	19.968	19.884	1	31.556	0.016	6	31.556	31.516	1
202207301100	44772.45833	20.107	0.063	6	20.168	20	1	31.501	0.036	6	31.536	31.446	1
202207301200	44772.5	20.399	0.043	6	20.476	20.362	1	31.476	0.018	6	31.486	31.436	1
202207301300	44772.54167	20.374	0.014	6	20.403	20.364	1	31.396	0.015	6	31.406	31.366	1
202207301400	44772.58333	20.632	0.218	6	20.982	20.473	1	31.406	0.019	6	31.436	31.396	1
202207301500	44772.625	20.848	0.183	6	21.045	20.609	1	31.416	0.04	6	31.426	31.326	1
202207301600	44772.66667	20.13	0.126	6	20.398	20.049	1	31.571	0.1	6	31.636	31.376	1
202207301700	44772.70833	20.096	0.026	6	20.144	20.079	1	31.571	0.053	6	31.606	31.466	1
202207301800	44772.75	20.134	0.019	6	20.155	20.107	1	31.431	0.044	6	31.476	31.376	1
202207301900	44772.79167	20.162	0.007	6	20.171	20.149	1	31.276	0.084	6	31.376	31.176	1
202207302000	44772.83333	20.155	0.008	6	20.166	20.147	1	31.121	0.016	6	31.156	31.116	1
202207302100	44772.875	20.136	0.003	6	20.137	20.129	1	31.176	0.017	6	31.196	31.156	1
202207302200	44772.91667	20.163	0.011	6	20.172	20.144	1	31.281	0.049	6	31.346	31.196	1
202207302300	44772.95833	20.137	0.007	6	20.143	20.125	1	31.291	0.045	6	31.356	31.246	1
202207310000	44773	20.103	0.025	6	20.118	20.051	1	31.226	0.006	6	31.236	31.216	1
202207310100	44773.04167	20.013	0.004	6	20.02	20.007	1	31.236	0.005	6	31.246	31.236	1
202207310200	44773.08333	20.049	0.021	6	20.066	20.016	1	31.326	0.064	6	31.356	31.196	1
202207310300	44773.125	20.036	0.026	6	20.069	19.997	1	31.286	0.018	6	31.316	31.266	1
202207310400	44773.16667	19.979	0.021	6	20.02	19.964	1	31.436	0.069	6	31.486	31.316	1
202207310500	44773.20833	20.001	0.01	6	20.019	19.995	1	31.386	0.06	6	31.426	31.266	1
202207310600	44773.25	20.019	0.004	6	20.027	20.016	1	31.216	0.031	6	31.256	31.176	1
202207310700	44773.29167	20.039	0.007	6	20.044	20.027	1	31.171	0.043	6	31.266	31.146	1
202207310800	44773.33333	20.031	0.018	6	20.046	20.006	1	31.241	0.128	6	31.416	31.146	1
202207310900	44773.375	20.008	0.022	6	20.03	19.965	1	31.436	0.128	6	31.656	31.266	1
202207311000	44773.41667	19.968	0.011	6	19.983	19.951	1	31.926	0.158	6	32.106	31.676	1
202207311100	44773.45833	19.991	0.015	6	20.014	19.976	1	32.066	0.05	6	32.106	31.986	1
202207311200	44773.5	20.059	0.025	6	20.088	20.023	1	31.786	0.058	6	31.906	31.756	1
202207311300	44773.54167	20.108	0.016	6	20.127	20.08	1	31.486	0.095	6	31.686	31.456	1
202207311400	44773.58333	20.173	0.06	6	20.295	20.131	1	31.411	0.065	6	31.456	31.276	1
202207311500	44773.625	20.299	0.019	6	20.316	20.264	1	31.306	0.019	6	31.336	31.276	1
202207311600	44773.66667	20.184	0.068	6	20.319	20.158	1	31.231	0.051	6	31.306	31.186	1
202207311700	44773.70833	20.153	0.003	6	20.159	20.151	1	31.201	0.025	6	31.226	31.166	1
202207311800	44773.75	20.164	0.009	6	20.166	20.142	1	31.246	0.008	6	31.256	31.236	1
202207311900	44773.79167	20.147	0.005	6	20.15	20.137	1	31.256	0.004	6	31.256	31.246	1
202207312000	44773.83333	20.131	0.005	6	20.14	20.127	1	31.246	0.005	6	31.246	31.236	1
202207312100	44773.875	20.129	0.011	6	20.138	20.111	1	31.291	0.134	6	31.496	31.176	1
202207312200	44773.91667	20.099	0.026	6	20.139	20.062	1	31.856	0.126	6	32.006	31.646	1
202207312300	44773.95833	20.063	0.017	6	20.083	20.045	1	31.911	0.12	6	32.036	31.776	1
202208010000	44774	20.109	0.009	6	20.116	20.092	1	31.631	0.066	6	31.756	31.576	1
202208010100	44774.04167	20.076	0.033	6	20.107	20.036	1	31.606	0.045	6	31.686	31.566	1
202208010200	44774.08333	20.032	0.014	6	20.056	20.024	1	31.626	0.051	6	31.666	31.536	1
202208010300	44774.125	19.976	0.016	6	20.005	19.958	1	31.421	0.045	6	31.476	31.346	1
202208010400	44774.16667	19.977	0.026	6	20.004	19.943	1	31.331	0.068	6	31.486	31.306	1
202208010500	44774.20833	19.959	0.006	6	19.967	19.952	1	31.491	0.014	6	31.506	31.466	1
202208010600	44774.25	20.008	0.02	6	20.022	19.975	1	31.376	0.052	6	31.456	31.336	1
202208010700	44774.29167	20.038	0.013	6	20.051	20.017	1	31.286	0.039	6	31.356	31.266	1
202208010800	44774.33333	20.06	0.017	6	20.07	20.023	1	31.276	0.07	6	31.446	31.266	1
202208010900	44774.375	20.018	0.016	6	20.04	19.996	1	31.516	0.101	6	31.736	31.506	1
202208011000	44774.41667	19.995	0.034	6	20.057	19.956	1	31.771	0.058	6	31.826	31.676	1
202208011100	44774.45833	20.048	0.038	6	20.105	19.999	1	31.796	0.028	6	31.816	31.736	1
202208011200	44774.5	20.161	0.08	6	20.318	20.093	1	31.721	0.042	6	31.806	31.696	1
202208011300	44774.54167	20.438	0.091	6	20.545	20.298	1	31.661	0.024	6	31.676	31.616	1
202208011400	44774.58333	20.738	0.075	6	20.851	20.637	1	31.696	0.025	6	31.736	31.666	1
202208011500	44774.625	20.888	0.027	6	20.919	20.845	1	31.656	0.051	6	31.676	31.556	1
202208011600	44774.66667	21.11	0.141	6	21.279	20.909	1	31.501	0.031	6	31.556	31.476	1
202208011700	44774.70833	20.579	0.151	6	20.846	20.464	1	31.606	0.074	6	31.676	31.496	1
