response,predictor,peakID,r2,p,n,slope,slope_std_err,intercept,intercept_std_err
MnCa_mean,S_mean,2,0.001051313154952771,0.7099554555483327,134,0.008267200265774391,0.022180791188253102,-1.9020818151649734,0.6385292007541146
MnCa_mean,S_mean,3,0.007728743358244916,0.31615904188271554,132,0.02291046652111503,0.0227679022953348,-2.316495639585301,0.6433827402571792
MnCa_mean,S_mean,4,0.02162649500742475,0.09118865995259036,133,0.03482878393198094,0.020467365031424767,-2.687596630892857,0.5848317534535012
MnCa_mean,Chl_mean,1,0.10561212951203236,0.00010064566931697861,138,-0.028520467201771604,0.0071169388110075855,-1.445853554283255,0.07089598241870554
MnCa_mean,Chl_mean,2,0.12502352405168748,2.7782954758626837e-05,134,-0.027314633035742372,0.006289421849125995,-1.4398818980005923,0.0660754941594804
MnCa_mean,Chl_mean,3,0.07860679321091757,0.001129460965977208,132,-0.020957303129623208,0.006292977547537618,-1.4909380396466876,0.07134784851102154
MnCa_mean,Chl_mean,4,0.11474746165993666,6.65540456309792e-05,133,-0.023387063661587548,0.005675473454851908,-1.49217116517062,0.06315668502675433
MnCa_mean,growth_mean,1,0.04132582518443406,0.016784604638189517,138,-0.0017036685718586273,0.000703623611681716,-1.5716989618264359,0.06087824107236875
MnCa_mean,growth_mean,2,0.04341137328581601,0.015698485831416926,134,-0.0015428478929870198,0.000630372110357609,-1.570202533923743,0.05774029331565137
MnCa_mean,growth_mean,3,0.03145531793818157,0.04190643513628262,132,-0.00219703351189299,0.0010692463983688943,-1.5542518584339247,0.07419287630613317
MnCa_mean,growth_mean,4,0.02891448956451148,0.050372019684560614,133,-0.0013799589493016491,0.0006987172921861534,-1.6129330773125106,0.05868002250722745
SrCa_mean,T_mean,1,0.243577347433644,7.722506534947921e-10,138,0.013507519311980555,0.002041126671498758,0.12080692792691022,0.02642914256810155
SrCa_mean,T_mean,2,0.2291929157837409,4.88482262229052e-09,134,0.012100206318911639,0.0019314259570715451,0.13671745516245176,0.02568361439363123
SrCa_mean,T_mean,3,0.1493629894552284,4.713211698238787e-06,132,0.010027842017354818,0.0020988743772971533,0.1738263257027166,0.0250607524913657
SrCa_mean,T_mean,4,0.24542701641651377,1.3409798107136745e-09,133,0.009489213367798222,0.0014537308478478925,0.18883184785716217,0.018400304490384985
SrCa_mean,S_mean,1,0.12820534348865442,1.6192434287598444e-05,138,0.02154111937720935,0.004816736085000259,-0.3303955691142611,0.13771413755038747
SrCa_mean,S_mean,2,0.13765029159044617,1.0190005290867673e-05,134,0.023251588708534218,0.005065459054607808,-0.3815020307240622,0.14582182818187164
SrCa_mean,S_mean,3,0.07591020464234954,0.0013863639128646242,132,0.01609557760505649,0.004925404425946405,-0.17000359787350228,0.1391836698583144
SrCa_mean,S_mean,4,0.1467983478384436,5.317736986489776e-06,133,0.01700330234422883,0.0035814829620143015,-0.18431095102269932,0.10233681558044978
SrCa_mean,Chl_mean,1,0.016741079438027162,0.13040755740659646,138,0.0028441824217327705,0.00186908999514013,0.26083652262064705,0.01861909663034924
SrCa_mean,Chl_mean,2,0.013466100730784025,0.1818005172365371,134,0.002203393617628136,0.001641497397979127,0.26813792503400913,0.0172452658344176
SrCa_mean,Chl_mean,3,0.04217157248645953,0.018168433015112593,132,0.003441060027266676,0.001438316743520568,0.2539937826834099,0.01630719390818832
SrCa_mean,Chl_mean,4,0.007744400528986839,0.3138062058118091,133,0.0011384802714219388,0.001125920528587046,0.2904368083912839,0.012529246899804993
SrCa_mean,growth_mean,1,0.11737465122001656,3.901853322215626e-05,138,0.0007191632490719168,0.00016910602156105123,0.2398706718879219,0.014631227514917093
SrCa_mean,growth_mean,2,0.08746275599616538,0.000521784969828999,134,0.0005382754640470044,0.00015133219756679236,0.25331733040435006,0.01386159909684402
SrCa_mean,growth_mean,3,0.11507000756657104,6.923308154724116e-05,132,0.0009419930709802261,0.00022911283467001248,0.23352496338389783,0.01589768291831572
SrCa_mean,growth_mean,4,0.0858913442785939,0.0006182917966275369,133,0.0004456670788919507,0.0001270278996038815,0.2738263084304278,0.010668120126924939
BaCa_mean,T_mean,1,0.07253081820323581,0.0014606709907495673,137,0.01818915731768634,0.0055980161935792515,-2.6480386260191917,0.0726879842996537
BaCa_mean,T_mean,2,0.05388781717011182,0.00695517515560971,134,0.014206099430038047,0.005181003740294593,-2.5948994855241754,0.06889567873440271
BaCa_mean,T_mean,3,0.06163484676876396,0.004247397634695083,131,0.01799069545219638,0.006180532182922898,-2.6186291330814537,0.07400261436502592
BaCa_mean,T_mean,4,0.050220035194712964,0.009511528823355788,133,0.015140331377822173,0.005752713274607455,-2.5955246648189556,0.07281380597746825
BaCa_mean,S_mean,1,0.07889799674343168,0.0008848783082714642,137,0.04155648868532833,0.012220608625217151,-3.6131409948280813,0.3495466814274908
BaCa_mean,S_mean,2,0.07963104062175685,0.0009552677483297224,134,0.04281960269471914,0.012670549611444148,-3.64907279912081,0.3647532609565121
BaCa_mean,S_mean,3,0.04447523928394781,0.0156108416411623,131,0.034366624283186924,0.014025031517605323,-3.3899882494583204,0.396514208250598
BaCa_mean,S_mean,4,0.0987077431522011,0.00023070604210716282,133,0.049178598824032874,0.012983677269050602,-3.8193216000957677,0.3709938593402147
BaCa_mean,Chl_mean,1,0.08323585785234922,0.000628664876782415,137,-0.015621134298116767,0.004461894127300159,-2.301293653707139,0.04460235981367338
BaCa_mean,Chl_mean,2,0.06974194986861604,0.0020470628054136313,134,-0.012141031161674662,0.0038594310274125275,-2.31941165650257,0.04054646332017811
BaCa_mean,Chl_mean,3,0.02019683064123312,0.10539839661092755,131,-0.0066448905751092455,0.004074935946715583,-2.3637344770131703,0.04637042274876161
BaCa_mean,Chl_mean,4,0.06676089694604204,0.0026747845442105355,133,-0.011790182671944986,0.0038514145649391827,-2.3154465773959,0.04285855242215471
BaCa_mean,growth_mean,1,0.016285185242143063,0.13725962062388694,137,0.0006592487814378815,0.0004409818407177819,-2.468331553346191,0.038292508657172514
BaCa_mean,growth_mean,2,0.007952113947478967,0.30553169021062104,134,0.0003929811105907541,0.0003820407867905811,-2.443377243633399,0.034993850021880345
BaCa_mean,growth_mean,3,0.0005277091216285834,0.7945243146121346,131,0.00017823304992449778,0.0006829382891370279,-2.4306570441023228,0.04756685654830415
BaCa_mean,growth_mean,4,0.0028754772178246624,0.5398631652468859,133,0.00028761972459793615,0.00046795355545568146,-2.4347524813075747,0.03929990780757819
