file,specimen,treatment,peakID,peak_interval,depth
G691_int_peakid.csv,G691,intertidal,peakID_3,peak 7,500.7454
G691_int_peakid.csv,G691,intertidal,peakID_3,interval 5,1169.1146720000002
G691_int_peakid.csv,G691,intertidal,peakID_3,peak 5,2920.255306
G691_int_peakid.csv,G691,intertidal,peakID_3,interval 4,3919.836695
G691_int_peakid.csv,G691,intertidal,peakID_3,peak 4,4358.20468
G691_int_peakid.csv,G691,intertidal,peakID_3,interval 3,5358.227164
G691_int_peakid.csv,G691,intertidal,peakID_3,peak 3,7899.056431
G691_int_peakid.csv,G691,intertidal,peakID_3,interval 2,8154.322364000001
G691_int_peakid.csv,G691,intertidal,peakID_3,peak 2,9965.841078
G691_int_peakid.csv,G691,intertidal,peakID_3,interval 1,10065.91749
G691_int_peakid.csv,G691,intertidal,peakID_3,peak 1,11355.57268
G691_int_peakid.csv,G691,intertidal,peakID_3,interval 0,12355.91248
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 7,0.435766
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 7,378.680783
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 6,762.392944
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 6,858.8194129999999
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 5,958.759799
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 5,3242.507888
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 4,3391.269448
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 3,3919.836695
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 3,4358.20468
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 2,5358.227164
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 2,9590.098906
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 1,9690.091255
G691_int_peakid.csv,G691,intertidal,peakID_4,peak 1,11355.57268
G691_int_peakid.csv,G691,intertidal,peakID_4,interval 0,12355.91248
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 7,0.426901
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 7,1365.230815
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 6,1465.125752
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 6,2020.512558
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 5,2120.621686
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 5,3263.827042
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 4,4263.790342
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 3,4959.590757
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 3,5674.046663
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 2,6674.3208190000005
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 2,6859.778635
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 1,7526.783383
G717_sub_peakid.csv,G717,subtidal,peakID_1,peak 1,12051.161499999998
G717_sub_peakid.csv,G717,subtidal,peakID_1,interval 0,12325.17243
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 7,0.426901
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 7,1043.774028
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 6,1450.184202
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 6,2020.512558
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 5,2120.621686
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 5,3263.827042
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 4,4263.790342
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 4,6585.884916
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 3,7014.205712
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 2,7526.783383
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 2,9960.626249
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 1,10060.75644
G717_sub_peakid.csv,G717,subtidal,peakID_2,peak 1,12051.161499999998
G717_sub_peakid.csv,G717,subtidal,peakID_2,interval 0,12325.17243
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 7,0.426901
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 7,1365.230815
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 6,1465.125752
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 6,2020.512558
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 5,2120.621686
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 5,3263.827042
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 4,4263.790342
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 3,4959.590757
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 3,5674.046663
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 2,6674.3208190000005
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 2,9960.626249
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 1,10060.75644
G717_sub_peakid.csv,G717,subtidal,peakID_3,peak 1,11078.10577
G717_sub_peakid.csv,G717,subtidal,peakID_3,interval 0,11830.83609
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 7,0.426901
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 7,1365.230815
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 6,1465.125752
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 6,2020.512558
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 5,2120.621686
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 5,3263.827042
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 4,4263.790342
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 3,4959.590757
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 3,5674.046663
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 2,6674.3208190000005
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 2,6859.778635
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 1,7526.783383
G717_sub_peakid.csv,G717,subtidal,peakID_4,peak 1,9960.626249
G717_sub_peakid.csv,G717,subtidal,peakID_4,interval 0,10060.75644
G719_int_peakid.csv,G719,intertidal,peakID_1,interval 7,0.428658
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 7,1209.880684
G719_int_peakid.csv,G719,intertidal,peakID_1,interval 6,1576.764587
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 6,2081.616334
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 5,2181.701536
G719_int_peakid.csv,G719,intertidal,peakID_1,interval 4,2607.202145
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 4,2961.385317
G719_int_peakid.csv,G719,intertidal,peakID_1,interval 3,3961.025077
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 3,6290.191325000001
G719_int_peakid.csv,G719,intertidal,peakID_1,interval 2,6499.248024
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 2,9849.800018
G719_int_peakid.csv,G719,intertidal,peakID_1,peak 1,9960.845309
G719_int_peakid.csv,G719,intertidal,peakID_1,interval 0,10512.24094
G719_int_peakid.csv,G719,intertidal,peakID_2,interval 7,0.428658
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 7,838.425043
G719_int_peakid.csv,G719,intertidal,peakID_2,interval 6,1211.61947
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 6,2104.003813
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 5,2352.021966
G719_int_peakid.csv,G719,intertidal,peakID_2,interval 4,2607.202145
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 4,2961.385317
G719_int_peakid.csv,G719,intertidal,peakID_2,interval 3,3961.025077
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 3,6290.191325000001
G719_int_peakid.csv,G719,intertidal,peakID_2,interval 2,6499.248024
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 2,9849.800018
G719_int_peakid.csv,G719,intertidal,peakID_2,peak 1,9960.845309
G719_int_peakid.csv,G719,intertidal,peakID_2,interval 0,9967.317089
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 7,0.428658
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 7,1209.880684
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 6,1576.764587
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 6,1839.743764
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 5,2607.202145
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 5,2961.385317
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 4,3961.025077
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 4,4323.701532
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 3,5156.189195999999
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 3,6290.191325000001
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 2,6499.248024
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 2,9849.800018
G719_int_peakid.csv,G719,intertidal,peakID_3,peak 1,9960.845309
G719_int_peakid.csv,G719,intertidal,peakID_3,interval 0,10512.24094
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 7,0.428658
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 7,2081.616334
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 6,2181.701536
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 5,2607.202145
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 5,2961.385317
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 4,3961.025077
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 4,4323.701532
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 3,5156.189195999999
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 3,6290.191325000001
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 2,6499.248024
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 2,8454.837309
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 1,9234.708039
G719_int_peakid.csv,G719,intertidal,peakID_4,peak 1,9849.800018
G719_int_peakid.csv,G719,intertidal,peakID_4,interval 0,9960.845309
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 7,0.425918
G723_sub_peakid.csv,G723,subtidal,peakID_1,peak 7,831.653561
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 6,931.685423
G723_sub_peakid.csv,G723,subtidal,peakID_1,peak 6,1322.8164769999998
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 5,2322.856075
G723_sub_peakid.csv,G723,subtidal,peakID_1,peak 5,2667.847513
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 3,3289.707534
G723_sub_peakid.csv,G723,subtidal,peakID_1,peak 3,4391.248117
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 2,4601.139301
G723_sub_peakid.csv,G723,subtidal,peakID_1,peak 2,6592.738174
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 1,6743.719391
G723_sub_peakid.csv,G723,subtidal,peakID_1,peak 1,8335.171833
G723_sub_peakid.csv,G723,subtidal,peakID_1,interval 0,8751.343241
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 7,0.425918
G723_sub_peakid.csv,G723,subtidal,peakID_2,peak 7,500.879058
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 6,1230.537236
G723_sub_peakid.csv,G723,subtidal,peakID_2,peak 6,1322.8164769999998
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 5,2322.856075
G723_sub_peakid.csv,G723,subtidal,peakID_2,peak 5,2667.847513
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 3,3289.707534
G723_sub_peakid.csv,G723,subtidal,peakID_2,peak 3,4391.248117
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 2,4601.139301
G723_sub_peakid.csv,G723,subtidal,peakID_2,peak 2,6592.738174
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 1,6743.719391
G723_sub_peakid.csv,G723,subtidal,peakID_2,peak 1,8335.171833
G723_sub_peakid.csv,G723,subtidal,peakID_2,interval 0,8751.343241
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 7,0.425918
G723_sub_peakid.csv,G723,subtidal,peakID_3,peak 7,831.653561
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 6,931.685423
G723_sub_peakid.csv,G723,subtidal,peakID_3,peak 6,1376.9418019999998
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 5,1476.763096
G723_sub_peakid.csv,G723,subtidal,peakID_3,peak 5,2667.847513
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 3,3289.707534
G723_sub_peakid.csv,G723,subtidal,peakID_3,peak 3,4391.248117
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 2,4601.139301
G723_sub_peakid.csv,G723,subtidal,peakID_3,peak 2,6592.738174
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 1,6743.719391
G723_sub_peakid.csv,G723,subtidal,peakID_3,peak 1,8335.171833
G723_sub_peakid.csv,G723,subtidal,peakID_3,interval 0,8751.343241
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 7,0.425918
G723_sub_peakid.csv,G723,subtidal,peakID_4,peak 7,831.653561
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 6,931.685423
G723_sub_peakid.csv,G723,subtidal,peakID_4,peak 6,1376.9418019999998
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 5,1476.763096
G723_sub_peakid.csv,G723,subtidal,peakID_4,peak 5,2667.847513
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 3,3289.707534
G723_sub_peakid.csv,G723,subtidal,peakID_4,peak 3,4391.248117
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 2,4601.139301
G723_sub_peakid.csv,G723,subtidal,peakID_4,peak 2,6593.628919000001
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 1,6749.509232
G723_sub_peakid.csv,G723,subtidal,peakID_4,peak 1,8335.171833
G723_sub_peakid.csv,G723,subtidal,peakID_4,interval 0,8751.343241
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 7,0.0
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 7,874.0271859999999
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 6,1276.789565
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 6,2125.243914
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 5,2407.588062
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 5,2727.5236870000003
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 4,3118.218481
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 4,4249.592174
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 3,4474.038712
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 3,7411.748736
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 2,7578.287885
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 2,10296.58142
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 1,10478.89771
G728_int_peakid.csv,G728,intertidal,peakID_1,peak 1,11045.41805
G728_int_peakid.csv,G728,intertidal,peakID_1,interval 0,11472.72181
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 7,0.0
G728_int_peakid.csv,G728,intertidal,peakID_2,peak 7,874.0271859999999
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 5,1276.789565
G728_int_peakid.csv,G728,intertidal,peakID_2,peak 5,2727.5236870000003
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 4,3118.218481
G728_int_peakid.csv,G728,intertidal,peakID_2,peak 4,4249.592174
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 3,4474.038712
G728_int_peakid.csv,G728,intertidal,peakID_2,peak 3,7411.748736
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 2,7578.287885
G728_int_peakid.csv,G728,intertidal,peakID_2,peak 2,10296.58142
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 1,10478.89771
G728_int_peakid.csv,G728,intertidal,peakID_2,peak 1,11045.41805
G728_int_peakid.csv,G728,intertidal,peakID_2,interval 0,11472.72181
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 7,0.0
G728_int_peakid.csv,G728,intertidal,peakID_3,peak 7,874.0271859999999
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 5,1276.789565
G728_int_peakid.csv,G728,intertidal,peakID_3,peak 5,2729.2601090000003
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 4,2891.181396
G728_int_peakid.csv,G728,intertidal,peakID_3,peak 4,4249.592174
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 3,4474.038712
G728_int_peakid.csv,G728,intertidal,peakID_3,peak 3,5322.005333
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 2,6123.303133
G728_int_peakid.csv,G728,intertidal,peakID_3,peak 2,7411.748736
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 1,7578.287885
G728_int_peakid.csv,G728,intertidal,peakID_3,peak 1,10296.58142
G728_int_peakid.csv,G728,intertidal,peakID_3,interval 0,10478.89771
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 7,0.0
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 7,874.0271859999999
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 6,1276.789565
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 6,2125.243914
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 5,2407.588062
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 5,2729.2601090000003
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 4,2891.181396
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 4,4249.592174
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 3,4474.038712
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 3,7411.748736
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 2,7578.287885
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 2,10296.58142
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 1,10478.89771
G728_int_peakid.csv,G728,intertidal,peakID_4,peak 1,11045.41805
G728_int_peakid.csv,G728,intertidal,peakID_4,interval 0,11472.72181
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 7,0.444912
G730_sub_peakid.csv,G730,subtidal,peakID_1,peak 7,283.409225
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 6,383.069611
G730_sub_peakid.csv,G730,subtidal,peakID_1,peak 6,1566.822657
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 4,1989.313674
G730_sub_peakid.csv,G730,subtidal,peakID_1,peak 4,2369.306288
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 3,2544.032945
G730_sub_peakid.csv,G730,subtidal,peakID_1,peak 3,4618.192344
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 2,4718.234145
G730_sub_peakid.csv,G730,subtidal,peakID_1,peak 2,6395.358538
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 1,6495.012454000001
G730_sub_peakid.csv,G730,subtidal,peakID_1,peak 1,7956.316856
G730_sub_peakid.csv,G730,subtidal,peakID_1,interval 0,8956.013477999999
G730_sub_peakid.csv,G730,subtidal,peakID_2,interval 7,0.444912
G730_sub_peakid.csv,G730,subtidal,peakID_2,peak 7,318.557308
G730_sub_peakid.csv,G730,subtidal,peakID_2,interval 6,514.318782
G730_sub_peakid.csv,G730,subtidal,peakID_2,peak 6,1566.822657
G730_sub_peakid.csv,G730,subtidal,peakID_2,interval 4,1989.313674
G730_sub_peakid.csv,G730,subtidal,peakID_2,peak 4,4618.192344
G730_sub_peakid.csv,G730,subtidal,peakID_2,interval 3,4718.234145
G730_sub_peakid.csv,G730,subtidal,peakID_2,peak 3,6395.358538
G730_sub_peakid.csv,G730,subtidal,peakID_2,peak 2,6495.012454000001
G730_sub_peakid.csv,G730,subtidal,peakID_2,interval 1,7124.722111
G730_sub_peakid.csv,G730,subtidal,peakID_2,peak 1,7956.316856
G730_sub_peakid.csv,G730,subtidal,peakID_2,interval 0,8956.013477999999
G730_sub_peakid.csv,G730,subtidal,peakID_3,interval 7,0.444912
G730_sub_peakid.csv,G730,subtidal,peakID_3,peak 7,283.409225
G730_sub_peakid.csv,G730,subtidal,peakID_3,interval 6,383.069611
G730_sub_peakid.csv,G730,subtidal,peakID_3,peak 6,1566.822657
G730_sub_peakid.csv,G730,subtidal,peakID_3,interval 4,1989.313674
G730_sub_peakid.csv,G730,subtidal,peakID_3,peak 4,2369.306288
G730_sub_peakid.csv,G730,subtidal,peakID_3,interval 3,2544.032945
G730_sub_peakid.csv,G730,subtidal,peakID_3,peak 3,4618.192344
G730_sub_peakid.csv,G730,subtidal,peakID_3,interval 2,4718.234145
G730_sub_peakid.csv,G730,subtidal,peakID_3,peak 2,6395.358538
G730_sub_peakid.csv,G730,subtidal,peakID_3,peak 1,6495.012454000001
G730_sub_peakid.csv,G730,subtidal,peakID_3,interval 0,7124.722111
G730_sub_peakid.csv,G730,subtidal,peakID_4,interval 7,0.444912
G730_sub_peakid.csv,G730,subtidal,peakID_4,peak 7,1566.822657
G730_sub_peakid.csv,G730,subtidal,peakID_4,interval 5,1989.313674
G730_sub_peakid.csv,G730,subtidal,peakID_4,peak 5,2369.306288
G730_sub_peakid.csv,G730,subtidal,peakID_4,interval 4,2544.032945
G730_sub_peakid.csv,G730,subtidal,peakID_4,peak 4,4639.409413
G730_sub_peakid.csv,G730,subtidal,peakID_4,interval 3,4739.404167
G730_sub_peakid.csv,G730,subtidal,peakID_4,peak 3,6395.358538
G730_sub_peakid.csv,G730,subtidal,peakID_4,peak 2,6495.012454000001
G730_sub_peakid.csv,G730,subtidal,peakID_4,interval 1,7124.722111
G730_sub_peakid.csv,G730,subtidal,peakID_4,peak 1,7956.316856
G730_sub_peakid.csv,G730,subtidal,peakID_4,interval 0,8956.013477999999
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 7,0.430734
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 7,1509.88311
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 6,1638.73087
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 6,2238.5371
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 5,2338.863689
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 5,2724.828104
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 4,2828.378557
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 4,3618.672729
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 3,4618.749815
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 3,5556.79121
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 2,6556.795129
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 2,8273.21192
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 1,8458.868876
G732_sub_peakid.csv,G732,subtidal,peakID_1,peak 1,13533.85805
G732_sub_peakid.csv,G732,subtidal,peakID_1,interval 0,13633.93302
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 7,0.430734
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 7,1509.88311
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 6,1638.73087
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 6,2724.828104
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 5,2828.378557
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 5,3618.672729
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 4,4618.749815
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 4,5556.79121
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 3,6556.795129
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 3,8273.21192
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 2,8458.868876
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 2,13533.85805
G732_sub_peakid.csv,G732,subtidal,peakID_2,peak 1,13633.93302
G732_sub_peakid.csv,G732,subtidal,peakID_2,interval 0,14491.71845
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 7,0.430734
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 7,1509.88311
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 6,1638.73087
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 6,2238.5371
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 5,2338.863689
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 5,2724.828104
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 4,2828.378557
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 4,3618.672729
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 3,4618.749815
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 3,5556.79121
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 2,6556.795129
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 2,8273.21192
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 1,8458.868876
G732_sub_peakid.csv,G732,subtidal,peakID_3,peak 1,9966.837799
G732_sub_peakid.csv,G732,subtidal,peakID_3,interval 0,10093.55563
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 7,0.430734
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 7,1509.88311
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 6,1638.73087
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 6,2238.5371
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 5,2338.863689
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 5,2724.828104
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 4,2828.378557
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 4,3618.672729
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 3,4618.749815
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 3,5556.79121
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 2,6556.795129
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 2,8273.21192
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 1,8458.868876
G732_sub_peakid.csv,G732,subtidal,peakID_4,peak 1,13533.85805
G732_sub_peakid.csv,G732,subtidal,peakID_4,interval 0,13633.93302
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 7,0.428265
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 7,1060.316632
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 6,1250.758417
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 6,2323.75256
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 5,2426.657571
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 5,3519.5387720000003
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 4,3619.541483
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 4,5372.020367
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 3,5472.3586190000005
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 3,6538.593734
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 2,6642.250549
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 2,8338.871457
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 1,8438.857691000001
G737_sub_peakid.csv,G737,subtidal,peakID_1,peak 1,11504.30345
G737_sub_peakid.csv,G737,subtidal,peakID_1,interval 0,12331.64922
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 7,0.428265
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 7,1060.316632
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 6,1250.758417
